FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1
990366,-0.455695277,-0.458758123,-0.769651946,-1.095563966,0.079260644
2867436,-0.215940685,-0.503064927,-0.781770784,-0.2785652,-1.190265994
3391937,-0.163061698,0.057073423,-0.340262639,-1.365608333,-1.544559757
81683,-0.042335101,1.653449028,-0.211846425,0.147121833,0.517812381
153590,-0.890772083,0.3940302,-0.361212456,0.478357706,-1.414817162
201297,0.358889468,-0.566768665,0.471637414,0.845770326,-0.758236429
271113,-0.721543718,-0.100407874,0.631844035,-0.114479818,0.465891937
334829,-0.060985494,1.099612723,1.233505748,1.133591826,0.858939703
345168,-0.030675304,0.915138616,-0.184779321,0.638352938,-1.139111987
670641,-1.530334961,0.752560224,0.042844686,0.093677289,0.926415497
720741,1.466191374,0.026011107,0.146361281,0.108261032,-0.552634821
819983,0.229542122,-0.484404701,0.894562894,1.028138551,1.397038459
939187,0.701207077,1.302061426,1.2502755,-1.079824673,0.978012361
8828,1.055312828,0.533041105,-0.517372993,-0.763837343,1.278907622
9441,1.316287134,-0.911058907,0.151624933,0.733722816,-1.514829965
37026,0.086416322,1.23633171,-0.443214978,0.17281712,0.528888523
48811,1.312124217,-1.702275772,0.524977735,0.128485156,0.718899428
66570,-2.314683378,-1.101414998,-0.225075261,-0.117930005,-1.54115123
71508,-1.095540856,0.093822756,0.767102094,0.82722744,0.840418868
71970,0.059021281,1.62950241,0.115151019,0.314170031,-0.955575539
96679,0.348931183,-0.029045398,0.873812431,0.852683155,-0.151701634
109735,0.539704965,-0.404192561,0.114066797,0.643391904,-0.82416358
116178,0.359249071,0.917920174,-0.193432728,-0.533831056,0.217766259
120487,-2.106292708,1.047142398,2.937346519,-1.070283852,-0.224700161
135152,0.391820404,0.430111914,0.888406175,-0.22227346,-0.249253781
165117,0.469201279,0.031989116,-0.538989714,-0.051043344,-0.542803193
170381,0.659727984,-0.748002308,-0.011872735,-0.265940493,0.018770084
176936,0.156256758,0.02967662,0.332733884,1.795968218,-0.44104311
219483,0.861259225,-2.222095321,0.138610196,1.342423027,-1.231786339
222436,0.316698796,0.058263769,-0.131960627,0.260889461,1.137769388
231645,-2.327466391,0.88666629,0.803554863,-0.023921401,1.284964855
258430,1.211983894,-1.480526614,0.78235222,0.738989641,-1.463678489
281254,0.573720978,-0.1437351,-0.53999868,-0.136765659,-0.269823082
397042,-0.492462679,-0.649719869,0.178152893,1.374526127,0.351418699
401114,-0.014667291,1.025852642,0.649984144,0.010799933,0.164624059
471156,-0.728198197,0.505872295,0.170480642,0.377953774,-1.465212513
474150,0.170936386,-0.855153253,-0.956041444,0.723703125,-1.480276042
475431,0.568375122,0.096588869,-0.075864238,0.811653798,1.316570429
482572,-0.505801976,0.205022298,-0.019033942,1.060053665,-0.640028356
543867,-0.835257646,0.691362441,-0.120154387,0.042378468,-1.584988504
567862,0.565767734,-0.506659571,-0.470728776,1.742597416,-0.531265425
568071,0.499370019,0.313896156,-0.593114956,0.164983578,1.068045525
595101,-0.991715727,-0.254012112,-0.361445043,-0.482981528,0.376920607
617536,0.554297379,-0.126377937,-0.179973586,-0.247849039,0.297143751
634674,-1.753018548,0.940761225,0.804482223,1.057619762,0.36055277
651156,0.157904217,1.085182001,-0.106142701,-0.775123005,1.40676996
680476,0.676251515,-1.543294985,-0.358650296,0.360354079,1.132776927
681340,0.27153269,1.647693648,0.757724284,-0.598129849,-1.227939137
687487,-0.990823506,-0.672031441,-0.879708671,-0.097936061,0.448231351
695943,1.263777521,0.898877831,-0.174803064,-0.999384519,-1.821975927
757157,0.457521791,1.107104309,-0.628847493,-1.110025358,0.605287333
796439,0.893226937,1.011412193,-0.179304243,-0.425218828,-0.382371208
898336,-1.214630765,0.808633127,0.767572664,0.57873036,0.143495564
933172,-0.23260411,1.157675952,-0.281425793,0.090385317,1.096843814
949259,-1.543322571,0.187221757,0.041576663,0.248210166,-1.448960772
958076,-1.138842351,0.276912312,1.108671138,0.819406641,1.751002937
959770,-1.426964434,1.205066237,0.326315449,-0.081166923,0.546207034
962064,-0.405483141,1.090432156,0.39014442,1.178092342,0.274727377
987491,-0.046911989,0.441200618,-0.075264632,0.295276493,-0.046557751
2495841,0.116528492,-0.426549422,-0.5896018,-0.624297611,-1.913401789
59819,-0.083517699,0.428536092,1.272044537,0.642654442,-0.812389802
151240,-1.450543488,0.516469418,-0.726193636,1.191153023,-1.177670458
179698,-2.158249225,-1.056442205,-0.922350005,0.206102639,0.646258014
248452,-0.135047702,1.334572066,0.682416469,0.475069564,0.006695014
253734,0.289194785,0.648619629,-0.354288269,-0.197944307,1.260133927
424292,-2.902301018,0.192942946,-0.172316117,0.857266769,-1.13829017
491786,-1.870042222,-0.151914249,2.189829453,0.977660979,0.350976007
581713,0.64714329,0.407073859,0.662957753,-1.70902034,1.02891602
687561,-0.312323124,-0.502607048,0.911210464,-0.809440829,0.787920386
790667,0.308772561,1.298708581,-0.193649748,-1.167795035,-0.260682751
852688,1.074418142,-0.94606939,-0.255522412,0.378741262,-1.02395254
2527840,1.364571382,0.031427276,-0.351688331,-0.738442513,-0.548860788
3271457,0.598300647,-0.19185256,-0.313475012,-2.220640524,0.847856229
39013,1.311449616,-0.619603288,-0.019689302,0.367479585,1.079123697
65882,-0.819198255,0.590111972,-0.754159392,0.476132481,0.045405239
81403,0.988275703,1.088423066,0.098830965,0.126335523,0.987827768
81841,-2.094632367,-0.138791259,-0.229957327,1.548866906,-0.381425261
89058,0.764589239,1.091373161,-0.109310635,-0.165095952,-0.294427138
99104,-2.083966551,0.791363515,-0.080314327,0.854041725,-1.203071847
119111,-2.131806691,0.43725707,0.168206524,1.368024382,-0.426397885
128249,-0.934514116,0.640086388,0.324508678,0.231939835,-1.515682746
182598,0.447310263,-0.761396178,1.12350563,1.083218935,-0.690270984
196969,-1.485787756,0.416099956,-0.527477547,-0.661430846,-0.26392173
228087,-1.153391746,0.863665451,0.268855271,0.108626622,0.578554111
240665,-0.361018255,-0.944088949,-0.085656578,-1.517576272,0.555653009
298764,0.902455811,0.527104681,-0.560576406,-0.340963099,-0.358679037
299277,-1.484678715,-0.503732174,-0.590754656,1.048268725,-1.237507256
299882,-1.306236465,-0.053821115,-0.40275724,0.212232256,-0.882942601
301619,-0.12832342,-0.479195487,-0.415602341,-1.45548073,-0.359529452
345355,-0.256414424,0.341143221,-0.608498863,-0.179100192,-1.062956369
370326,0.172196413,-0.502054778,-0.656819925,0.070207415,-1.686427641
412715,-0.77865313,0.704862778,-0.083341782,0.422014594,0.041296243
418740,0.981358654,-1.853270821,0.305911508,0.588031574,1.213922099
480549,1.321495739,-1.58525919,-0.114596882,-0.266251692,0.864610728
516202,-0.516800929,1.37291173,0.081877199,0.704659587,0.123023084
536122,-0.003394102,0.923491943,-0.253722671,0.123496305,0.497768806
570061,0.309216777,-0.091042602,-0.509426204,-0.196372658,0.966445521
620495,-0.609039675,-0.701835158,-0.848129642,0.464755474,-0.238631793
624215,-0.124616886,1.400639287,-0.524895147,-0.313509683,1.546077633
652255,-0.192918539,0.795525602,0.063894489,0.481084167,-0.887674958
749476,-0.131031902,0.656191489,-0.507041692,-0.015120897,-1.69088856
751910,0.240988852,-1.296978432,-0.52040441,-0.690560567,1.455428932
758402,0.983418237,0.851641818,-0.260073773,0.721900782,-1.214898861
758453,0.802031832,0.238180441,-0.165605602,0.42794685,0.537716687
788937,0.806218114,1.686059189,-0.383907254,-0.148681203,1.533143603
792733,-0.314276286,0.269728645,-0.09904866,-0.195536233,-1.125065102
803544,0.625809478,-1.308538198,-0.481349309,-0.141712736,-0.54114744
821590,-0.022802086,0.580288671,0.22992035,0.110167412,1.106121642
891264,0.736294837,-0.487342911,-0.007311461,0.932714764,1.332538979
891911,0.777102134,1.821208528,-0.378316024,0.229437513,0.472208093
923801,-0.240258048,0.227658214,-0.185526305,0.974100031,-0.68588351
987777,0.415366029,0.818220024,-0.159898744,-1.045032911,0.956452246
998969,-0.029924563,-1.256248863,-0.817601259,0.112359184,-1.053053185
49062,1.219633195,-0.849498916,-0.591320082,1.201784874,-1.059726977
334770,-0.554669592,-0.225092871,-0.049693973,0.345557842,0.009035207
551465,-0.925614975,0.269665744,-0.408207215,-0.784811466,0.813734965
591104,-0.165760376,1.20500643,-0.361819084,1.045830664,0.776452014
793225,1.281219315,-0.227848175,-0.335627575,-1.716706675,0.926141556
868092,-1.667804546,-0.219973222,-0.251246567,0.201219766,0.030854648
935739,0.373215828,-0.101034415,0.000192179,-1.480094999,1.126477735
951374,1.063021537,1.080975099,0.732796516,-1.265591731,-0.053980474
2825814,1.042671474,0.131327463,-0.255461041,-0.785249921,0.669969642
3180014,-0.414789722,-0.281915053,-0.730261131,-2.501107846,0.782828302
4451,0.730002317,-1.573465681,0.160317667,-0.113080568,1.601206698
29084,0.804583607,-0.507425306,0.20281197,1.192440506,-1.274038484
76881,-0.647388762,1.295158709,0.311197597,0.577725429,1.30068744
101946,-0.582968947,0.236061588,-0.463078906,0.309277588,0.035397097
118189,0.598397672,0.258708767,-0.631567352,-0.080501273,0.36420351
148477,-0.164755188,1.43298243,0.385748311,-0.255437233,1.292261632
162233,-0.728478864,0.127995701,-0.278186161,0.911348324,-0.678542521
182302,-0.45674462,-0.260691545,-0.650487708,-0.576348495,0.267481572
213921,1.352937307,-0.586146587,-0.231393358,0.951773172,-0.21937176
277572,0.801154142,-0.093846521,-0.569368887,-0.383867675,1.433517062
278559,-1.121919547,0.744076614,0.558145472,1.18841394,-1.131378399
314346,-0.589741478,1.188951419,1.159575093,2.254625117,0.36418808
315403,0.107369937,-2.034348934,0.092625174,0.338603683,-1.182540165
337631,0.262217534,-0.098400384,0.300617919,0.629844005,-0.834186997
421122,-1.275302741,0.717697911,0.442198369,1.716696872,-0.998043569
490738,0.461071613,0.317413638,-0.443110941,-0.66725829,0.463649985
578999,0.666807864,0.611857051,0.393521445,-0.505947423,0.828952684
582930,-0.59072917,-0.814348525,-0.423547446,0.394974126,-1.448629946
620056,-0.20847275,-0.689578809,-0.370906038,-0.017298132,-1.635994171
638918,-1.786360658,-0.156027066,0.245593577,1.29055817,-1.076781464
674662,0.454068235,0.357730944,0.474558284,0.395654498,0.546532875
681956,0.128243803,0.802091787,-0.181658068,-1.071958764,0.072520054
686359,1.348416782,-1.040361628,-0.278230473,0.513023805,0.513940649
753706,1.246404215,-0.614436929,-0.318435503,0.406971521,-1.634154671
778344,-0.682582784,1.440940783,0.867505765,1.202467664,-0.888888937
797056,-0.885035775,0.035088443,-0.106567983,-0.106791586,-1.03078352
798992,-0.801575299,-0.787825689,0.119999376,0.310990602,-0.854772831
805661,-0.052296541,-0.427899774,0.296854905,1.331880321,-0.548672284
806507,-0.234325917,1.097435464,-0.160082916,-0.047953464,0.467705404
807428,0.92742276,0.791281927,-0.081303704,0.27946064,-1.054564456
819344,0.014057105,1.771012637,-0.007867646,-0.029927086,1.3189879
842269,-0.841081486,0.911481182,-0.330569594,-0.19217313,-1.052831146
849672,-2.987772396,-1.69825616,-1.055799286,-0.266007707,-0.02896263
860561,0.502258652,-0.728350148,-0.721609713,-0.842641545,0.38797682
894962,0.538364038,-0.381395326,-0.755193146,0.661456605,-1.503940005
922704,1.280366226,-1.450851128,0.156708322,0.0250769,-0.234108475
925837,0.549170209,-0.99931338,0.039263371,-0.063579556,1.624519224
1795396,-0.934142894,-0.05883827,-0.145635565,-0.641350698,-0.299567122
2285572,0.454068235,0.357730944,0.474558284,0.395654498,0.546532875
2992951,1.10408514,-0.124350685,-0.619925487,-2.128462171,0.797774187
9084,0.326173849,0.341100759,0.20925852,0.737904906,-0.807739627
49026,0.701113157,-0.76068134,-0.420853705,-0.04569422,-0.535573415
194246,0.859288917,-0.137063185,0.125681726,-0.629744757,1.076795253
352164,-1.897091511,0.438898786,0.077019044,1.558548646,1.100702473
359199,-2.521707141,-0.37025717,0.060595998,-0.454603426,0.491767513
773615,-1.474554722,-2.372666002,-1.218728334,-0.069142097,-0.994865427
808198,-1.295457223,0.925162672,-0.38671486,-0.02678128,-0.080070572
861687,0.874717983,0.762028702,-0.214748915,-1.150383825,0.867494516
2397840,1.199222811,-1.207626606,0.374553088,-0.531572235,0.770596321
2841398,1.125219522,0.080374578,-0.110807755,-1.731200215,-0.273416858
3446629,0.531782579,0.349033153,-0.637484905,-2.21577058,0.221365452
19701,0.20709117,0.22304419,-0.455509706,-0.168665658,0.980098674
52093,0.615423449,1.328770511,-0.300870652,0.102274483,1.649177187
74970,-0.619402833,1.062244003,0.750702712,1.079797414,0.866382367
107249,0.276895791,1.27850488,-0.202199264,0.165514513,0.506713391
128266,-0.673646757,-0.250353816,0.419575454,0.244957384,1.223939079
162820,-0.848151628,0.876421725,0.293848544,0.981240304,0.257021854
179714,-2.151894212,-0.534828598,1.087283731,0.655040995,-1.192536246
193231,0.867885966,0.267847221,0.701037237,0.442181847,1.772450321
230963,0.735032906,-0.255597151,1.420381031,0.384006899,0.839187082
233228,-0.545723597,0.582218603,0.730684168,0.875272292,-1.299580369
254556,-1.092856265,-0.597856756,-0.124431341,0.055160603,-1.517802086
301955,-1.226839117,1.23167738,0.536633716,0.010297922,0.553933627
337271,-0.497660226,0.790777573,0.086907498,-0.286773995,1.302495972
414889,0.983290507,0.035065629,-0.119750755,0.532322532,-1.247288512
449578,0.279780725,1.095905044,-0.542351812,0.719563249,-0.84968678
509356,-0.454158567,0.590738235,-0.339965589,0.064943981,-1.597421228
517264,-1.572778354,0.201488892,0.116522335,-0.183518143,0.537407007
546214,1.265387731,0.549974297,0.085378723,-0.975301877,-0.01017401
567570,0.387545065,1.325580763,0.079010965,-0.10868198,0.378276618
582419,0.430879017,-1.823165949,1.353621034,-0.261499143,1.625410952
626939,0.90826436,-1.103711891,-0.074449524,-0.38696019,-0.678124423
673933,0.028825652,-0.201684424,-0.452701362,-0.458445931,-1.83970611
674749,-0.279862424,0.743291884,0.160984915,0.343097955,-0.916244572
742166,-1.367772366,0.501990209,0.086300519,0.3292197,1.570580384
746010,-0.524365126,-0.519972835,0.289396373,-0.453363238,1.569839761
751613,-0.538382834,-0.688769406,-0.902112632,-1.978873531,0.674910673
765997,-0.101227231,1.745319684,0.173842745,0.068878061,1.073726408
816517,0.152665093,0.810832355,-0.48001073,0.336151883,-0.054892573
829267,-1.370795055,-1.191246619,-0.242979609,-0.274491303,-0.435556585
831236,-1.277767641,-0.610911787,-0.973485678,-0.74950932,0.277611269
879144,0.376037026,-0.308569775,-0.540665723,0.110640628,-1.392428265
892775,0.335802126,0.773420802,-0.421652402,-0.810856008,0.73778581
928942,-1.254483292,0.276033601,0.999824072,0.772811997,0.217972068
933883,-0.130075046,0.183604909,-0.45343645,0.306073802,-0.916171889
943268,-1.070573756,-1.704325724,-0.59611816,0.847416663,-0.690593411
2577980,0.941922438,-0.66235544,-0.473361409,0.067963677,-1.733190119
335,-0.121962686,-0.089463864,-0.704695065,0.44728686,-1.497676854
24309,1.032868754,1.106888536,0.521681819,-0.279829924,-0.019669557
81849,-0.249224489,0.226337703,-0.774960009,-0.10909591,-0.200924657
108554,-0.169326082,0.854880499,0.493158764,0.034422107,-0.141157019
233035,-1.63913673,0.295568278,0.321494549,0.130976744,-1.445844387
371879,-0.611585285,0.114337352,-0.446730136,0.138080498,1.169372824
601079,0.473324973,0.103554325,-0.740172715,-0.64906092,1.362057126
781932,-1.024252066,0.173273604,-0.108782913,1.166876693,-1.174264512
811897,0.500576658,0.186909875,-0.328469176,-0.488231711,0.51424728
812046,0.225226826,0.823079777,-0.247576281,-0.015873773,0.427281459
893111,-0.412503324,0.937388423,0.260729442,0.479121406,0.636659838
1028746,0.981673604,0.343095638,-0.225222327,-0.257437786,0.264741112
3380137,0.265786948,0.282921464,-0.864692115,-1.734659191,-0.51505075
11754,-0.316371163,0.492127417,-0.0679641,-0.920674006,0.442726257
16132,0.991397953,-0.492149169,-0.096033663,-0.257214987,-1.509734643
21292,-0.013886296,0.918147439,-0.526906873,-0.840718342,1.052579843
21747,-0.771944882,-0.258273567,-0.170205024,0.001226602,1.408713838
27221,-0.887711798,-0.71972001,-0.800149738,-1.319668103,-1.188744652
28772,-0.356309754,-0.231541525,-0.153182798,0.207100447,0.547497815
29867,-0.712381139,-0.558230389,-0.045358889,-0.430648969,0.360148022
38579,0.155024119,-0.067190614,0.793221455,0.704153549,0.082428145
46184,-0.987363905,-0.138322391,0.628936822,0.672854245,1.67327864
52151,-0.397075441,0.630417093,-0.573400983,-0.071241709,1.025523012
74952,-3.666369331,-0.20993803,-0.242747666,0.020696161,0.768233944
118791,0.156262594,-0.107113678,-0.88191145,-0.634949141,-1.31314742
125822,0.806195571,-2.245808551,1.034410474,-0.166277791,-0.506154757
127360,-0.436705242,0.353851188,-0.776696099,-0.758869186,1.410821483
130173,-0.061883893,0.332269192,-0.642200295,-0.816549309,0.799755189
133969,-1.017196459,0.812079178,-0.376749757,-0.61195711,1.233812527
150629,-0.717624112,-0.354009558,0.74559899,-0.58979637,0.282866734
152023,1.176395463,-0.666429824,0.114057227,-0.062235208,0.348094963
154417,0.728558295,-0.50952477,0.352527188,-0.431268239,0.863291468
160690,0.492812212,0.795834516,-0.064778746,0.059661229,-0.186463869
161920,0.47349678,1.387012897,-0.424443037,-0.009596686,1.012166002
170454,-0.406087248,1.022097742,0.05645235,0.587473898,0.992899982
170815,-0.93476646,0.423263238,-0.215179758,0.595018062,-0.766976787
175049,0.481393886,-0.487830098,-0.596836301,0.412968118,-1.236921869
175459,0.239280242,0.341120832,-0.264210295,-0.387000091,-0.624165774
183858,-0.092185822,-0.228733726,-0.344557048,0.470620331,-1.48550517
194036,-0.739827725,-0.070853026,-0.424512326,0.143095108,-0.331437962
213510,-1.636805087,-0.307355959,2.258326574,2.098945814,-0.793392091
217344,0.545995781,-0.018379329,-0.182967831,-1.396600697,0.229581377
230297,1.246052766,-0.414147121,-0.37614923,0.185860903,-1.411833391
286561,-0.564110663,0.409960009,0.845868706,-0.487943504,0.354787391
293490,-1.485286073,-0.820694404,-0.321147521,-1.344201319,0.12142064
295545,-0.828635602,0.439892574,1.03414528,0.582513087,-0.77260175
296903,0.222003942,-0.805934277,-0.344614658,0.809665636,-0.773134592
305541,-2.323167007,-2.238332849,-0.531373658,0.581061116,-1.290704404
343954,0.168092105,-2.283970081,0.173711035,1.001258482,-0.102516117
372322,-0.61969813,0.239879901,-0.533200638,0.18351777,-1.281957193
386560,-0.381554097,0.275883862,-0.796874951,-1.059016636,-0.536778926
397412,-1.602506177,0.266430728,0.316521808,0.078879687,-1.168675961
404463,-1.639225615,-0.740366906,1.145578654,1.190459011,-0.791903336
484880,0.807393645,-0.172199866,-0.561919546,0.070872802,-1.422888179
485365,1.068596094,-1.60453288,-0.335584104,-0.407487608,-0.088684398
564333,0.71184531,-0.994723697,-0.254114914,-0.506996633,0.217425078
610339,0.347700057,-0.445785678,-0.410778059,0.956560212,-1.363874486
623254,0.295463417,-1.152375847,0.003096178,0.774805479,-1.384185113
636044,-0.636801632,0.5604691,1.148638256,1.172196515,1.214862173
639789,-1.612776067,0.749424981,0.709021426,2.288862118,0.726020043
673208,0.308089057,-1.189529989,-0.484046721,-0.315618714,-0.554486569
674161,0.405911463,0.848400656,0.328908747,-0.273663834,0.856219713
680522,-0.21063596,1.475622998,-0.042016625,0.110935624,1.118462899
721409,0.82654515,-2.172490564,-0.30758264,-0.467110683,-1.262326479
799100,0.185325929,-0.130351011,-0.533303803,-0.113633921,1.001730901
810912,0.343409936,-0.239034512,0.250145948,0.362490472,1.16422782
814871,0.152194933,-0.988881128,-0.507540046,-0.749773042,0.795135835
835648,0.132600033,-0.768392015,-0.271421229,-0.144619126,1.030860633
866786,0.562156154,-0.82043734,0.359595409,0.812013911,1.330388713
919812,0.097059033,1.223207009,0.268664339,-0.393724113,1.546054837
924306,1.380106624,-0.290198029,-0.498049913,-0.478105944,1.364476887
927373,0.693622184,-0.91482146,0.603866162,0.131018812,-1.007526129
927736,-0.471818747,0.258792008,0.747975545,0.525981778,0.067824148
947752,0.926336121,0.312727327,0.533257955,0.579143536,-0.345557658
2061191,0.347108393,0.30244574,-0.326175276,0.186269715,1.022232525
2811293,1.332250629,0.851380407,0.352375373,-0.637406702,-1.716426556
2854547,0.695141183,0.26226612,-0.895344303,-1.216110657,-2.185435136
3632715,-0.269017736,0.657927275,0.217940315,-1.823193624,-1.713627333
29609,-2.879413176,-1.689841443,-0.469785845,0.244971536,-0.140716175
44751,-0.580911348,1.119506927,-0.4706518,0.203091821,-1.219028065
75801,-0.372115905,0.833205315,-0.310660593,-0.038740791,-1.049280654
92107,0.932530793,0.008479146,0.212190656,-1.014047884,0.318651316
110541,-1.374081966,-0.900826927,-0.588550081,0.128746313,1.181250292
210830,0.654642286,0.436519435,0.499177521,-0.432868046,-1.551393885
238506,0.207397515,0.129578673,0.526209035,1.002403759,-1.305900993
295415,-0.321648065,-1.66964125,8.597233761,-3.281863288,-0.708025361
312004,0.485278145,-0.197414505,0.040766115,0.317517607,1.107920067
317108,-0.168555217,1.069053355,-0.013247025,-0.182261065,0.411823126
360956,-2.770539654,0.305812394,0.031520103,0.102510844,1.01189292
368112,0.130908929,-0.338012232,-0.230983535,-0.219515678,-1.474032252
401066,-1.75474902,0.391535114,0.109688043,0.969545286,-1.172339131
607202,-0.513657318,-1.246079865,-0.771168402,-0.250870581,0.653361306
644880,-1.069722657,-0.135760246,-0.577370325,-0.394474709,-1.075621207
673360,-1.888929568,-0.178350321,0.369158835,-0.368710925,1.388840908
747028,-1.244777204,-2.001974981,-1.038934241,0.193298597,-0.883477951
747984,-1.85638293,0.120660747,0.115290417,0.287834483,-1.411722527
762097,0.368033576,-0.472423562,-0.400734224,0.068624948,-1.654474136
790509,0.34448535,0.372011263,-0.400152124,-0.917460702,0.700120989
942529,-0.402086687,0.423085221,-0.135278459,-0.284060909,-1.122442229
947816,-0.653529164,1.063746318,0.500146026,1.578592754,-1.061008267
949820,-0.006971473,-0.493970929,0.333054799,-0.375563056,0.58257848
1459978,0.34448535,0.372011263,-0.400152124,-0.917460702,0.700120989
3067310,0.872195958,-0.192170583,0.103763582,-0.572990499,-1.650991452
3158075,0.508686668,-0.221828606,-0.739562582,-1.496719507,-0.139214369
3606027,0.007276474,-0.062321008,-0.209916251,-2.010693504,0.029192705
12644,-1.115251056,0.408486762,-0.091905584,0.191180711,0.007064287
45077,-1.424005459,-0.605901384,-0.709330644,1.259517899,-0.201797061
47421,0.972477389,-0.490395139,2.406524882,0.036917739,1.283277515
48265,0.683267501,-1.27091284,-0.973069191,0.21338837,-1.033289191
56913,-0.086494651,-0.087493352,0.214443084,1.727237377,-1.043159503
57124,-0.270264018,-0.133839646,0.21437525,0.519764156,1.29171657
93565,0.59939805,-0.92529322,-0.429536974,-1.207261652,0.897347103
96977,0.938840266,-1.95492392,0.024552422,-0.636980923,1.036632981
98944,0.385487082,-0.228252828,0.410387221,0.964956287,0.463848926
105685,0.203055351,-0.473870412,-0.15092727,0.552341093,1.244106858
120953,-1.502010162,-0.118730585,-0.676489446,-0.1569302,0.532744081
130115,-1.179527736,-0.153620842,-0.505779059,-0.001535404,0.815797272
147082,-0.613320637,0.334890974,-0.625713828,-0.630735453,-1.845481446
151787,0.007904384,-2.782650352,-0.319194244,0.03636301,1.671932822
158540,1.109514815,-0.751497835,-0.437803605,-0.207631037,0.266043067
171728,-1.198370984,0.903317414,0.931920354,0.865801227,-1.241848174
195874,0.882097026,0.633951575,0.038719833,0.807808391,0.660146213
201983,0.691603381,-0.112627252,-0.794591008,-1.041371979,-0.297013692
213165,0.019277169,0.560660724,0.407556874,1.360710714,1.209816476
222927,-0.300870632,-0.389362211,-0.388207609,0.566558778,-0.823438127
300749,0.530919493,0.80430286,-0.692204165,-0.014826737,1.282052578
308871,-1.150472078,0.126115886,0.45569629,0.023291575,0.546883099
309458,-0.606784506,0.667200406,1.092919183,1.057990238,0.256708376
347151,-0.785205004,0.045318041,-0.026923829,-1.093367536,0.120907977
349157,0.169714864,-0.848134903,-0.453689965,-0.136288324,-1.097693273
405113,-2.635804354,-1.332918501,-0.231553213,-0.333693097,0.543200979
488378,0.26520689,-0.600213496,0.403181908,-0.453686708,0.881803491
492162,0.949335932,-1.112646444,-0.732569785,-0.097404121,-0.014986098
524239,-1.259556039,-0.342322726,0.340290914,-0.132328861,1.423003259
574119,1.141673301,1.288785248,-0.334221593,-0.175388668,-1.527115967
590483,0.40139434,-1.307099356,-0.405360151,0.067678413,-0.457252404
604075,0.661142071,-1.738147221,0.367893356,1.737191272,0.107598975
633079,-0.131746228,0.114340593,0.524829081,0.346093452,1.218118627
662800,-0.860032919,0.914438482,0.296953169,0.492968254,1.280179689
683750,0.568142407,0.310180329,-0.262392419,1.668407456,-1.158310689
746666,0.99206102,1.409133925,-0.221909983,-0.361707423,0.23340306
758943,-0.044531999,-0.498232223,0.816885524,0.183693963,0.544850098
762990,-1.106706118,-0.145708324,0.048817883,1.822026578,1.721638449
770007,0.048603147,-2.058389025,0.013081971,0.100153658,1.714495578
776011,-0.21333774,-1.937890843,-0.674242959,0.947828554,0.161636693
776093,0.978174256,0.407369242,-0.652245503,-0.003290179,0.028425459
781766,0.765818453,-2.140581337,0.001814208,0.448837018,1.18404578
782163,0.344959544,0.642146427,0.327588887,-1.160951966,-0.853559364
817911,-0.388139205,0.633588621,0.07869928,0.131212838,-0.396636828
837150,-2.323056658,1.344465859,0.835181903,0.70383228,1.838206733
837985,0.280268018,0.784644387,-0.360589126,0.57204827,0.61057964
868063,0.401827007,1.787071343,-0.182670472,0.176293033,1.043805462
1028077,0.692356425,0.265457649,-0.094445344,-1.747248235,0.083331281
2139934,1.254837513,-0.311643433,-0.298634219,0.431917747,-1.0213338
3345212,0.842842062,0.544547028,-0.47818375,-1.725225286,-0.556508906
49774,0.549361206,1.009647787,0.210645588,-1.088369625,-2.073291777
92942,0.440234213,1.624980938,-0.464223303,-0.014769032,0.403995598
94205,-1.622142614,0.65947472,-0.492432926,0.97388835,-1.246218585
130855,-1.066000008,0.685809826,-0.092315893,0.901391823,0.832927067
156938,1.133134223,1.080488923,0.909333812,-0.05689125,-1.473522742
206241,0.670010622,0.39165956,0.013494027,0.525110372,-1.534980821
257787,0.730647191,-0.176890672,-0.36623185,-0.679091933,0.712117961
263271,0.807098532,-0.893572735,-0.730631148,0.129012458,-1.384613942
325727,0.555514229,1.371914848,0.076811416,-0.55212779,0.147384239
343215,-0.356963345,0.918406015,-0.25806489,-0.565117774,1.498207935
376793,-0.00105654,-0.219531865,-0.763750091,-1.668242047,1.052455925
403784,1.030911951,0.476840405,0.486589284,-0.400667344,-1.578488861
674150,-0.647373372,-0.071573313,-0.173517755,-0.366822771,0.384177744
894831,0.73893066,1.356668421,0.258680352,0.527239373,-0.065671687
1013375,0.850835854,-0.676497612,-0.90305267,-1.109092609,0.866005329
1814388,1.12020583,0.142143785,-0.613236924,-1.809497454,0.903955831
2571333,-0.144422262,-0.643898292,-0.513172366,-1.101702823,-0.27814799
10538,0.482453487,0.715689477,-0.56808077,0.497436879,-1.569116665
29600,1.516505147,0.641418533,-0.166150521,0.380343264,0.129163571
31697,0.299834805,0.809783052,0.127280105,-0.299784306,1.530493605
51992,-0.325984597,-0.437261156,-0.55575419,0.190357902,-0.934032893
97173,0.217659642,-0.094239605,-0.569679168,-0.324052629,0.929053308
97509,-0.262129827,1.535658073,-0.125848653,0.36115137,0.298489874
106916,0.780410482,-0.176649034,-0.511250903,0.509504625,0.231373289
126048,0.474534083,0.815640046,0.279259726,0.926411815,-0.176897783
129637,0.799044617,-0.359788803,0.829138704,1.346728393,-0.605483409
129778,-2.910454051,-0.380776329,0.049967689,0.839606391,-1.097452935
