influencer_id,influencer_name,influencer_main_genre,influencer_active_start
837946,Juice Newton,Country,1970
27916,Terry Callier,R&B;,1960
307461,Van Morrison,Pop/Rock,1950
607448,Al Green,R&B;,1960
758453,Blues Traveler,Pop/Rock,1980
19892,Tears for Fears,Pop/Rock,1980
29791,Paul Weller,Pop/Rock,1970
38977,The Associates,Pop/Rock,1980
51376,The Fall,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
84053,The Jam,Pop/Rock,1970
90188,Ian Dury,Pop/Rock,1970
145128,Echo & the Bunnymen,Pop/Rock,1970
253142,Scott Walker,Pop/Rock,1950
260212,Pet Shop Boys,Pop/Rock,1980
308742,Julian Cope,Pop/Rock,1970
334193,New Order,Pop/Rock,1980
397880,Nick Cave,Pop/Rock,1970
478426,Orange Juice,Pop/Rock,1970
502163,10cc,Pop/Rock,1970
531986,David Bowie,Pop/Rock,1960
564333,The Stone Roses,Pop/Rock,1980
574597,ABC,Pop/Rock,1980
582024,The Walker Brothers,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960
784732,Joe Jackson,Pop/Rock,1970
795341,Felt,Pop/Rock,1970
796734,Elton John,Pop/Rock,1960
852855,Roxy Music,Pop/Rock,1970
114342,The Doors,Pop/Rock,1960
127337,Be Bop Deluxe,Pop/Rock,1970
253142,Scott Walker,Pop/Rock,1950
307025,Roky Erickson,Pop/Rock,1960
346336,Pink Floyd,Pop/Rock,1960
387815,Neu!,Electronic,1970
500664,The Seeds,Pop/Rock,1960
502163,10cc,Pop/Rock,1970
504928,The 13th Floor Elevators,Pop/Rock,1960
531986,David Bowie,Pop/Rock,1960
595101,Tim Buckley,Pop/Rock,1960
838272,Pere Ubu,Pop/Rock,1970
843607,Peter Hammill,Pop/Rock,1960
926548,Iggy Pop,Pop/Rock,1960
37658,Steve Reich,Classical,1960
750519,Terry Riley,Avant-Garde,1960
757335,John Adams,Classical,1960
82831,The Ink Spots,Vocal,1930
317093,Nat King Cole,Jazz,1930
403120,The Mills Brothers,Vocal,1930
769876,Little Jimmy Scott,Vocal,1950
816896,Johnnie Ray,Vocal,1950
893719,The Penguins,R&B;,1950
894335,The Platters,R&B;,1950
59537,Blue Cheer,Pop/Rock,1960
112462,Cream,Pop/Rock,1960
139026,Led Zeppelin,Pop/Rock,1960
354105,Jimi Hendrix,Pop/Rock,1960
489303,The Yardbirds,Pop/Rock,1960
500664,The Seeds,Pop/Rock,1960
573870,The Troggs,Pop/Rock,1960
771438,Black Sabbath,Pop/Rock,1960
82584,Billy Eckstine,Vocal,1930
197040,Champion Jack Dupree,Blues,1940
287604,Louis Jordan,Jazz,1930
343396,Roy Brown,R&B;,1940
960674,Wynonie Harris,R&B;,1940
66228,Big Maybelle,Blues,1930
100854,Jimmy Witherspoon,Blues,1940
137137,"Eddie ""Cleanhead"" Vinson",Jazz,1940
138837,Joe Liggins,Blues,1940
225389,Jay McShann,Jazz,1930
276085,Howlin' Wolf,Blues,1930
287604,Louis Jordan,Jazz,1930
343396,Roy Brown,R&B;,1940
608701,Muddy Waters,Blues,1940
748773,Amos Milburn,Blues,1940
750203,Slim Gaillard,Vocal,1930
769876,Little Jimmy Scott,Vocal,1950
806877,Ruth Brown,R&B;,1940
960674,Wynonie Harris,R&B;,1940
200775,Ernest Tubb,Country,1930
181694,Carmen Miranda,Vocal,1930
186312,Celia Cruz,Latin,1940
607283,Tito Puente,Latin,1940
138520,The Damned,Pop/Rock,1970
418740,Sex Pistols,Pop/Rock,1970
747445,Patti Smith,Pop/Rock,1970
194703,The Flying Burrito Brothers,Pop/Rock,1960
222927,Uncle Tupelo,Pop/Rock,1980
379125,Neil Young,Pop/Rock,1960
422405,The Replacements,Pop/Rock,1970
530745,Bruce Springsteen,Pop/Rock,1970
757177,The Blasters,Pop/Rock,1970
816890,Johnny Cash,Country,1950
249175,Les Baxter,Easy Listening,1940
607028,Arthur Lyman,Easy Listening,1940
642664,George Shearing,Jazz,1930
804706,Gabby Pahinui,International,1940
82013,The Impressions,R&B;,1950
100160,The Kinks,Pop/Rock,1960
316834,Marvin Gaye,R&B;,1950
477875,The Supremes,R&B;,1950
489303,The Yardbirds,Pop/Rock,1960
493122,The Rascals,Pop/Rock,1960
582313,The Zombies,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960
799053,Donovan,Pop/Rock,1960
923801,The Young Rascals,Pop/Rock,1960
102985,Julio Iglesias,Vocal,1960
180228,Elvis Presley,Pop/Rock,1950
194380,Emmanuel,Latin,1970
240252,Juan Gabriel,Latin,1960
271113,Jos脙漏 Feliciano,Vocal,1960
468632,Ricardo Montaner,Latin,1980
601079,Eros Ramazzotti,Pop/Rock,1980
822874,Jos脙漏 Jos脙漏,Latin,1960
102985,Julio Iglesias,Vocal,1960
268161,Diego Torres,Latin,1980
311680,Luis Miguel,Latin,1980
316834,Marvin Gaye,R&B;,1950
361393,Prince,R&B;,1970
468632,Ricardo Montaner,Latin,1980
741731,Alexandre Pires,Latin,1990
796734,Elton John,Pop/Rock,1960
148477,Clarence Carter,R&B;,1960
282709,Sam & Dave,R&B;,1960
414251,Otis Redding,R&B;,1960
607448,Al Green,R&B;,1960
20278,Teddy Pendergrass,R&B;,1970
64509,Bobby Womack,R&B;,1960
101946,Isaac Hayes,R&B;,1960
316834,Marvin Gaye,R&B;,1950
766893,The Isley Brothers,R&B;,1950
41874,The Beach Boys,Pop/Rock,1960
91650,Black Flag,Pop/Rock,1970
112462,Cream,Pop/Rock,1960
114342,The Doors,Pop/Rock,1960
138520,The Damned,Pop/Rock,1970
139026,Led Zeppelin,Pop/Rock,1960
354105,Jimi Hendrix,Pop/Rock,1960
379125,Neil Young,Pop/Rock,1960
485791,Wipers,Pop/Rock,1970
568071,The Stranglers,Pop/Rock,1970
771438,Black Sabbath,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960
91650,Black Flag,Pop/Rock,1970
109735,Circle Jerks,Pop/Rock,1980
123007,The Dickies,Pop/Rock,1970
173487,Joey Ramone,Pop/Rock,1970
206407,Descendents,Pop/Rock,1970
490004,Ramones,Pop/Rock,1970
573241,7 Seconds,Pop/Rock,1980
786613,Dead Kennedys,Pop/Rock,1970
920073,The Undertones,Pop/Rock,1970
937098,Stiff Little Fingers,Pop/Rock,1970
804476,Charles Aznavour,Vocal,1930
441,P.O.D.,Pop/Rock,1990
772745,Incubus,Pop/Rock,1990
27136,Paulina Rubio,Latin,1980
61044,Bobby Brown,R&B;,1980
92942,Chic,R&B;,1970
208774,Janet Jackson,R&B;,1970
227697,Robbie Williams,Pop/Rock,1990
237205,Madonna,Pop/Rock,1980
275757,Pharrell Williams,R&B;,1990
303506,Usher,R&B;,1990
316834,Marvin Gaye,R&B;,1950
361393,Prince,R&B;,1970
467203,Michael Jackson,R&B;,1960
517074,Brian McKnight,R&B;,1980
545074,George Michael,Pop/Rock,1980
607448,Al Green,R&B;,1960
607773,Al B. Sure!,R&B;,1980
622805,Stevie Wonder,R&B;,1960
796734,Elton John,Pop/Rock,1960
865016,New Edition,R&B;,1980
24568,Shirley Collins,Folk,1950
162233,Fairport Convention,Pop/Rock,1960
236287,Maddy Prior,International,1970
245019,Sandy Denny,Folk,1960
270491,Joni Mitchell,Pop/Rock,1960
838559,Pentangle,Folk,1960
38490,The Band,Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960
120521,Chuck Berry,Pop/Rock,1950
128099,James Brown,R&B;,1950
135378,James Booker,Blues,1950
138699,Frank Zappa,Pop/Rock,1950
175708,Ry Cooder,Pop/Rock,1960
176936,Elmore James,Blues,1930
191947,War,R&B;,1970
194703,The Flying Burrito Brothers,Pop/Rock,1960
205180,Dr. John,Pop/Rock,1950
276085,Howlin' Wolf,Blues,1930
295756,Santana,Pop/Rock,1960
402872,The Meters,R&B;,1960
482572,The West Coast Pop Art Experimental Band,Pop/Rock,1960
745964,The Allman Brothers Band,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960
817369,Derek & the Dominos,Pop/Rock,1970
894465,The Rolling Stones,Pop/Rock,1960
933172,Allen Toussaint,R&B;,1950
946137,Canned Heat,Pop/Rock,1960
988440,Grateful Dead,Pop/Rock,1960
988638,Captain Beefheart,Pop/Rock,1960
239921,Depeche Mode,Pop/Rock,1980
351733,Nine Inch Nails,Pop/Rock,1980
813946,Deftones,Pop/Rock,1980
40695,Mary Martin,Stage & Screen,1930
171728,Ethel Merman,Vocal,1930
314113,Julie Andrews,Stage & Screen,1940
190946,Lefty Frizzell,Country,1950
200775,Ernest Tubb,Country,1930
549797,Hank Williams,Country,1930
848784,Roy Acuff,Country,1930
605965,Atlanta Rhythm Section,Pop/Rock,1970
745964,The Allman Brothers Band,Pop/Rock,1960
933172,Allen Toussaint,R&B;,1950
17748,Patti LaBelle,R&B;,1950
20278,Teddy Pendergrass,R&B;,1970
48816,Bernadette Peters,Vocal,1950
74195,Natalie Cole,R&B;,1950
184502,Ella Fitzgerald,Vocal,1930
208076,Luther Vandross,R&B;,1970
243474,Lionel Richie,R&B;,1970
572579,Anita Baker,R&B;,1970
594665,Diana Ross,R&B;,1960
815575,Lena Horne,Vocal,1930
927555,Aretha Franklin,R&B;,1950
34249,Steve Earle,Country,1980
103484,Indigo Girls,Pop/Rock,1980
52900,The Lovin' Spoonful,Folk,1960
66915,Bob Dylan,Pop/Rock,1960
87985,The Hollies,Pop/Rock,1960
100160,The Kinks,Pop/Rock,1960
582313,The Zombies,Pop/Rock,1960
631774,The Byrds,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960
586798,Thievery Corporation,Electronic,1990
296024,Rub脙漏n Blades,Latin,1960
206241,Eurythmics,Pop/Rock,1980
79960,Boston,Pop/Rock,1970
98465,Iron Maiden,Pop/Rock,1970
139026,Led Zeppelin,Pop/Rock,1960
193320,Def Leppard,Pop/Rock,1970
199995,Genesis,Pop/Rock,1960
203008,Rush,Pop/Rock,1960
246611,Judas Priest,Pop/Rock,1960
260206,Van Halen,Pop/Rock,1970
291043,Journey,Pop/Rock,1970
339624,Meat Loaf,Pop/Rock,1970
346336,Pink Floyd,Pop/Rock,1960
391933,Rainbow,Pop/Rock,1970
577627,The Who,Pop/Rock,1960
604852,Aerosmith,Pop/Rock,1970
611881,Atomic Rooster,Pop/Rock,1960
685647,Yes,Pop/Rock,1960
771438,Black Sabbath,Pop/Rock,1960
858827,Queen,Pop/Rock,1970
923033,Styx,Pop/Rock,1970
84209,Kiss,Pop/Rock,1970
98465,Iron Maiden,Pop/Rock,1970
112462,Cream,Pop/Rock,1960
139026,Led Zeppelin,Pop/Rock,1960
192382,Deep Purple,Pop/Rock,1960
246611,Judas Priest,Pop/Rock,1960
343954,Mercyful Fate,Pop/Rock,1980
418740,Sex Pistols,Pop/Rock,1970
501407,Mot脙露rhead,Pop/Rock,1970
574772,AC/DC,Pop/Rock,1970
770007,King Diamond,Pop/Rock,1970
771438,Black Sabbath,Pop/Rock,1960
783025,Jimmy Yancey,Blues,1930
477875,The Supremes,R&B;,1950
594665,Diana Ross,R&B;,1960
927555,Aretha Franklin,R&B;,1950
48566,The Black Crowes,Pop/Rock,1990
87179,The Knack,Pop/Rock,1970
105354,Cheap Trick,Pop/Rock,1970
490004,Ramones,Pop/Rock,1970
46861,Ray Charles,R&B;,1940
55128,Bo Diddley,Pop/Rock,1940
81194,"Bobby ""Blue"" Bland",Blues,1950
108826,Jackie Wilson,R&B;,1950
118544,The Drifters,R&B;,1950
164594,Ben E. King,R&B;,1950
212612,Johnny Hartman,Vocal,1950
238115,Sam Cooke,R&B;,1950
290040,Roy Hamilton,R&B;,1940
315336,Perry Como,Vocal,1930
317093,Nat King Cole,Jazz,1930
479582,The Moonglows,R&B;,1950
524239,Brook Benton,R&B;,1950
769876,Little Jimmy Scott,Vocal,1950
792507,Frank Sinatra,Vocal,1930
813392,Dean Martin,Vocal,1940
821571,Smokey Robinson,R&B;,1950
894335,The Platters,R&B;,1950
287604,Louis Jordan,Jazz,1930
165011,Dionne Warwick,R&B;,1960
806507,Tyrone Davis,R&B;,1970
528221,Dave Van Ronk,Folk,1950
615119,Tom Waits,Pop/Rock,1970
55128,Bo Diddley,Pop/Rock,1940
59156,B.B. King,Blues,1940
66915,Bob Dylan,Pop/Rock,1960
120521,Chuck Berry,Pop/Rock,1950
175553,John Coltrane,Jazz,1940
240311,Link Wray,Pop/Rock,1950
346336,Pink Floyd,Pop/Rock,1960
410219,Merle Haggard,Country,1960
423829,Miles Davis,Jazz,1940
754032,The Beatles,Pop/Rock,1960
820232,Dick Dale,Pop/Rock,1950
825208,Lightnin' Hopkins,Blues,1930
894956,Otis Rush,Blues,1950
941579,Buck Owens,Country,1940
942529,Buddy Guy,Blues,1950
988440,Grateful Dead,Pop/Rock,1960
38302,Social Distortion,Pop/Rock,1970
62823,Bad Religion,Pop/Rock,1980
75747,The Clash,Pop/Rock,1970
91650,Black Flag,Pop/Rock,1970
109735,Circle Jerks,Pop/Rock,1980
206407,Descendents,Pop/Rock,1970
422947,Minor Threat,Pop/Rock,1980
490004,Ramones,Pop/Rock,1970
490141,The Weirdos,Pop/Rock,1970
515251,Murphy's Law,Pop/Rock,1980
573241,7 Seconds,Pop/Rock,1980
579839,Suicidal Tendencies,Pop/Rock,1980
759491,The Exploited,Pop/Rock,1980
786360,D.R.I.,Pop/Rock,1980
891063,Misfits,Pop/Rock,1970
920994,The Vandals,Pop/Rock,1980
927373,Adolescents,Pop/Rock,1980
937098,Stiff Little Fingers,Pop/Rock,1970
960690,X,Pop/Rock,1970
610706,Bread,Pop/Rock,1960
4852,Selena,Latin,1980
8828,Spice Girls,Pop/Rock,1990
31380,Paula Abdul,Pop/Rock,1980
86826,Irene Cara,Pop/Rock,1960
137084,Jody Watley,R&B;,1970
160690,En Vogue,R&B;,1990
208774,Janet Jackson,R&B;,1970
237205,Madonna,Pop/Rock,1980
262255,Mariah Carey,R&B;,1980
271113,Jos脙漏 Feliciano,Vocal,1960
288830,Roc脙颅o Jurado,Latin,1950
290590,Samantha Fox,Pop/Rock,1980
314505,Vanessa Williams,R&B;,1980
319347,R. Kelly,R&B;,1990
390477,New Kids on the Block,Pop/Rock,1980
467203,Michael Jackson,R&B;,1960
490738,Monica,R&B;,1990
608945,Brandy,R&B;,1990
664817,Gloria Estefan,Pop/Rock,1970
765595,Backstreet Boys,Pop/Rock,1990
790833,Shalamar,R&B;,1970
820434,Whitney Houston,R&B;,1980
874289,Menudo,Latin,1970
935330,Toni Braxton,R&B;,1980
128495,Counting Crows,Pop/Rock,1990
137390,The Cure,Pop/Rock,1970
154544,Green Day,Pop/Rock,1980
170879,Fall Out Boy,Pop/Rock,2000
184043,Foo Fighters,Pop/Rock,1990
568137,The Strokes,Pop/Rock,1990
583618,Sunny Day Real Estate,Pop/Rock,1990
589630,AFI,Pop/Rock,1990
592595,Thursday,Pop/Rock,1990
597094,Morrissey,Pop/Rock,1980
670226,The Killers,Pop/Rock,2000
757342,blink-182,Pop/Rock,1990
852688,Jimmy Eat World,Pop/Rock,1990
858827,Queen,Pop/Rock,1970
899530,The Smiths,Pop/Rock,1980
926237,Third Eye Blind,Pop/Rock,1990
117844,"Hank Williams, Jr.",Country,1950
162269,Faith Hill,Country,1990
162487,Dixie Chicks,Country,1980
218994,John Anderson,Country,1970
224186,John Mellencamp,Pop/Rock,1970
396676,Randy Travis,Country,1970
605375,Alan Jackson,Country,1990
746387,Tracy Lawrence,Country,1990
791483,Dwight Yoakam,Country,1970
794846,Eddie Rabbitt,Country,1970
798248,Garth Brooks,Country,1980
936206,Alabama,Country,1970
944084,George Strait,Country,1970
104714,Kraftwerk,Electronic,1970
29884,Paul McCartney,Pop/Rock,1950
33666,Supertramp,Pop/Rock,1970
41874,The Beach Boys,Pop/Rock,1960
51992,Big Star,Pop/Rock,1970
64303,Badfinger,Pop/Rock,1960
105354,Cheap Trick,Pop/Rock,1970
130028,Freddie Mercury,Pop/Rock,1970
163229,Electric Light Orchestra,Pop/Rock,1970
228266,Jeff Lynne,Pop/Rock,1960
297955,The Rubinoos,Pop/Rock,1970
314600,Love,Pop/Rock,1960
483587,The Move,Pop/Rock,1960
489209,The dB's,Pop/Rock,1970
493327,They Might Be Giants,Pop/Rock,1980
502163,10cc,Pop/Rock,1970
524050,Bryan Ferry,Pop/Rock,1970
582313,The Zombies,Pop/Rock,1960
678339,XTC,Pop/Rock,1970
747757,Split Enz,Pop/Rock,1970
754032,The Beatles,Pop/Rock,1960
759031,Aztec Camera,Pop/Rock,1980
784760,The Cowsills,Pop/Rock,1960
790732,Squeeze,Pop/Rock,1970
800926,Emitt Rhodes,Pop/Rock,1960
837486,Utopia,Pop/Rock,1970
853492,Marshall Crenshaw,Pop/Rock,1980
858827,Queen,Pop/Rock,1970
936425,Todd Rundgren,Pop/Rock,1960
20278,Teddy Pendergrass,R&B;,1970
35338,Peabo Bryson,R&B;,1970
61044,Bobby Brown,R&B;,1980
81079,Keith Washington,R&B;,1990
101946,Isaac Hayes,R&B;,1960
137084,Jody Watley,R&B;,1970
149044,Barry White,R&B;,1960
208076,Luther Vandross,R&B;,1970
243474,Lionel Richie,R&B;,1970
254535,Jon Lucien,Vocal,1970
276381,Howard Hewett,R&B;,1970
316834,Marvin Gaye,R&B;,1950
361393,Prince,R&B;,1970
366164,Rick James,R&B;,1960
467203,Michael Jackson,R&B;,1960
622805,Stevie Wonder,R&B;,1960
649435,Gerald Levert,R&B;,1980
766893,The Isley Brothers,R&B;,1950
767016,Keith Sweat,R&B;,1980
820434,Whitney Houston,R&B;,1980
821571,Smokey Robinson,R&B;,1950
930642,Morris Day,R&B;,1980
172167,Elliott Smith,Pop/Rock,1980
216846,Jane Birkin,Pop/Rock,1960
266255,Jonathan Richman,Pop/Rock,1970
287917,Lindsey Buckingham,Pop/Rock,1960
480830,The Mountain Goats,Pop/Rock,1990
492037,The Proclaimers,Pop/Rock,1980
504815,Art Garfunkel,Pop/Rock,1950
560208,Harry Nilsson,Pop/Rock,1950
575379,The Vaselines,Pop/Rock,1980
590441,Young Marble Giants,Pop/Rock,1980
597094,Morrissey,Pop/Rock,1980
771010,The Left Banke,Pop/Rock,1960
899530,The Smiths,Pop/Rock,1980
5953,Alice Cooper,Pop/Rock,1960
217792,Ringo Starr,Pop/Rock,1950
450700,Noel Redding,Pop/Rock,1960
655273,Ginger Baker,Pop/Rock,1950
773407,Charlie Watts,Jazz,1960
66915,Bob Dylan,Pop/Rock,1960
162233,Fairport Convention,Pop/Rock,1960
288904,Richard & Linda Thompson,Pop/Rock,1970
357406,Nirvana,Pop/Rock,1980
577531,Woody Guthrie,Folk,1930
629609,David Allan Coe,Country,1960
816890,Johnny Cash,Country,1950
988440,Grateful Dead,Pop/Rock,1960
154544,Green Day,Pop/Rock,1980
317545,NOFX,Pop/Rock,1980
203008,Rush,Pop/Rock,1960
260206,Van Halen,Pop/Rock,1970
578999,Aaliyah,R&B;,1990
46861,Ray Charles,R&B;,1940
81083,Bill Monroe,Country,1940
94205,Chet Atkins,Country,1940
139709,The Country Gentlemen,Country,1950
198901,Webb Pierce,Country,1950
227527,Flatt & Scruggs,Country,1940
245039,Vassar Clements,Country,1950
334829,Jim & Jesse,Country,1940
341652,Roy Clark,Country,1950
389979,Ralph Stanley,Country,1940
407300,Mel Tillis,Country,1950
410219,Merle Haggard,Country,1960
543867,Guy Clark,Country,1970
577720,The Stanley Brothers,Country,1940
578031,The Statler Brothers,Country,1950
788568,The Dillards,Country,1960
20050,Ten Years After,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
68780,Kenny Burrell,Jazz,1950
112462,Cream,Pop/Rock,1960
153526,Cliff Richard,Pop/Rock,1950
187478,Eric Clapton,Pop/Rock,1960
201760,George Benson,Jazz,1960
240865,Jeff Beck,Pop/Rock,1960
248392,Wes Montgomery,Jazz,1940
354105,Jimi Hendrix,Pop/Rock,1960
489303,The Yardbirds,Pop/Rock,1960
577627,The Who,Pop/Rock,1960
751019,The Animals,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960
805661,Humble Pie,Pop/Rock,1960
842611,Peter Green,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960
25778,Slave,R&B;,1970
944349,Cameo,R&B;,1970
29867,Shirley Bassey,Vocal,1950
43714,Bee Gees,Pop/Rock,1960
68155,The Chantels,R&B;,1950
597309,Tina Turner,R&B;,1950
754032,The Beatles,Pop/Rock,1960
814606,Wanda Jackson,Pop/Rock,1950
934069,Brenda Lee,Country,1950
466759,Michael W. Smith,Religious,1980
746915,Paul Carrack,Pop/Rock,1970
81083,Bill Monroe,Country,1940
245039,Vassar Clements,Country,1950
788568,The Dillards,Country,1960
127360,Everything But the Girl,Pop/Rock,1980
301619,Portishead,Pop/Rock,1990
378288,Massive Attack,Electronic,1980
597736,Morcheeba,Electronic,1990
758208,Beth Orton,Pop/Rock,1990
769444,Bj脙露rk,Pop/Rock,1970
831215,Saint Etienne,Pop/Rock,1990
129637,Crass,Pop/Rock,1970
182598,MC5,Pop/Rock,1960
418740,Sex Pistols,Pop/Rock,1970
490004,Ramones,Pop/Rock,1970
747445,Patti Smith,Pop/Rock,1970
763301,The Fugs,Pop/Rock,1960
324854,Jermaine Jackson,R&B;,1960
467203,Michael Jackson,R&B;,1960
1098,Soundgarden,Pop/Rock,1980
5953,Alice Cooper,Pop/Rock,1960
22124,Slayer,Pop/Rock,1980
84209,Kiss,Pop/Rock,1970
114342,The Doors,Pop/Rock,1960
139026,Led Zeppelin,Pop/Rock,1960
260206,Van Halen,Pop/Rock,1970
312353,Screaming Trees,Pop/Rock,1980
446509,Metallica,Pop/Rock,1980
588508,Ace Frehley,Pop/Rock,1960
771438,Black Sabbath,Pop/Rock,1960
957085,Danzig,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
258430,Pennywise,Pop/Rock,1980
282800,Rites of Spring,Pop/Rock,1980
317545,NOFX,Pop/Rock,1980
766078,The Get Up Kids,Pop/Rock,1990
798606,Fugazi,Pop/Rock,1980
859509,Quicksand,Pop/Rock,1990
19701,Television,Pop/Rock,1970
78886,The Housemartins,Pop/Rock,1980
290812,Joy Division,Pop/Rock,1970
364399,Public Image Ltd.,Pop/Rock,1970
553483,Happy Mondays,Pop/Rock,1980
748222,Siouxsie and the Banshees,Pop/Rock,1970
840402,The Velvet Underground,Pop/Rock,1960
79016,Billie Holiday,Vocal,1930
112017,Jo Stafford,Vocal,1930
189644,Doris Day,Vocal,1930
256349,Peggy Lee,Vocal,1940
479028,Anita O'Day,Vocal,1940
673360,Helen Forrest,Vocal,1940
954694,Helen Ward,Vocal,1930
64509,Bobby Womack,R&B;,1960
316834,Marvin Gaye,R&B;,1950
329468,Jerry Butler,R&B;,1950
414251,Otis Redding,R&B;,1960
457807,O.V. Wright,R&B;,1960
594665,Diana Ross,R&B;,1960
607448,Al Green,R&B;,1960
622805,Stevie Wonder,R&B;,1960
16438,Television Personalities,Pop/Rock,1970
75747,The Clash,Pop/Rock,1970
80649,The Libertines,Pop/Rock,2000
84053,The Jam,Pop/Rock,1970
216212,John Cooper Clarke,Pop/Rock,1970
324646,Ned's Atomic Dustbin,Pop/Rock,1980
393345,Oasis,Pop/Rock,1990
475980,The Monochrome Set,Pop/Rock,1980
568137,The Strokes,Pop/Rock,1990
758444,Blur,Pop/Rock,1980
797431,Elastica,Pop/Rock,1990
852810,Pop Will Eat Itself,Pop/Rock,1980
899530,The Smiths,Pop/Rock,1980
918569,The Streets,Electronic,1990
43499,The Andrews Sisters,Vocal,1930
150629,脙鈥癲ith Piaf,Vocal,1930
189644,Doris Day,Vocal,1930
256349,Peggy Lee,Vocal,1940
345734,Rosemary Clooney,Vocal,1940
479028,Anita O'Day,Vocal,1940
792507,Frank Sinatra,Vocal,1930
934069,Brenda Lee,Country,1950
31263,Andra脙漏 Crouch,Religious,1960
79960,Boston,Pop/Rock,1970
136871,The Doobie Brothers,Pop/Rock,1970
203008,Rush,Pop/Rock,1960
291043,Journey,Pop/Rock,1970
303626,Kansas,Pop/Rock,1970
631774,The Byrds,Pop/Rock,1960
685647,Yes,Pop/Rock,1960
988440,Grateful Dead,Pop/Rock,1960
5882,T. Rex,Pop/Rock,1960
19701,Television,Pop/Rock,1970
21744,Stephen Stills,Pop/Rock,1960
41874,The Beach Boys,Pop/Rock,1960
51992,Big Star,Pop/Rock,1970
66915,Bob Dylan,Pop/Rock,1960
71209,Leonard Cohen,Pop/Rock,1950
131650,Talking Heads,Pop/Rock,1970
135032,The Beau Brummels,Pop/Rock,1960
193231,Gang of Four,Pop/Rock,1970
233066,Lou Reed,Pop/Rock,1950
307025,Roky Erickson,Pop/Rock,1960
377908,NRBQ,Pop/Rock,1960
379125,Neil Young,Pop/Rock,1960
501802,The Soft Boys,Pop/Rock,1970
531986,David Bowie,Pop/Rock,1960
569914,Moby Grape,Pop/Rock,1960
573870,The Troggs,Pop/Rock,1960
631774,The Byrds,Pop/Rock,1960
672910,Wire,Pop/Rock,1970
747445,Patti Smith,Pop/Rock,1970
754032,The Beatles,Pop/Rock,1960
816900,Warren Zevon,Pop/Rock,1960
834466,Roger McGuinn,Pop/Rock,1960
840102,Jefferson Airplane,Pop/Rock,1960
840402,The Velvet Underground,Pop/Rock,1960
868306,Nico,Pop/Rock,1960
926548,Iggy Pop,Pop/Rock,1960
939567,Buffalo Springfield,Pop/Rock,1960
987491,Gram Parsons,Pop/Rock,1960
15694,Teenage Fanclub,Pop/Rock,1980
19892,Tears for Fears,Pop/Rock,1980
58549,Elvis Costello,Pop/Rock,1970
65590,The Flaming Lips,Pop/Rock,1980
131650,Talking Heads,Pop/Rock,1970
145128,Echo & the Bunnymen,Pop/Rock,1970
158849,Squarepusher,Electronic,1990
183139,David Sylvian,Pop/Rock,1970
212131,Ride,Pop/Rock,1980
217622,Japan,Pop/Rock,1970
219203,U2,Pop/Rock,1970
219483,Dinosaur Jr.,Pop/Rock,1980
229157,Magazine,Pop/Rock,1970
257544,Van der Graaf Generator,Pop/Rock,1960
290812,Joy Division,Pop/Rock,1970
308645,Pulp,Pop/Rock,1980
325459,R.E.M.,Pop/Rock,1980
346336,Pink Floyd,Pop/Rock,1960
357406,Nirvana,Pop/Rock,1980
358820,Primal Scream,Pop/Rock,1980
387815,Neu!,Electronic,1970
423829,Miles Davis,Jazz,1940
493848,Aphex Twin,Electronic,1990
531986,David Bowie,Pop/Rock,1960
564333,The Stone Roses,Pop/Rock,1980
575695,Dave Stewart,Pop/Rock,1970
577627,The Who,Pop/Rock,1960
595101,Tim Buckley,Pop/Rock,1960
617196,Brian Eno,Pop/Rock,1970
621944,The Boo Radleys,Pop/Rock,1980
645612,Can,Pop/Rock,1960
755156,Sonic Youth,Pop/Rock,1980
759998,Autechre,Electronic,1990
790814,Talk Talk,Pop/Rock,1980
806829,Jane's Addiction,Pop/Rock,1980
855423,Kate Bush,Pop/Rock,1970
858827,Queen,Pop/Rock,1970
895136,Pixies,Pop/Rock,1980
899530,The Smiths,Pop/Rock,1980
227527,Flatt & Scruggs,Country,1940
38490,The Band,Pop/Rock,1960
72041,Bob Seger,Pop/Rock,1960
85776,James Gang,Pop/Rock,1960
110161,Chicago,Pop/Rock,1960
120521,Chuck Berry,Pop/Rock,1950
130036,"Crosby, Stills, Nash & Young",Pop/Rock,1960
131627,Creedence Clearwater Revival,Pop/Rock,1960
133528,Jo Jo Gunne,Pop/Rock,1970
307461,Van Morrison,Pop/Rock,1950
313284,Little Feat,Pop/Rock,1960
628981,The Buckinghams,Pop/Rock,1960
745964,The Allman Brothers Band,Pop/Rock,1960
768010,The Ides of March,Pop/Rock,1960
796734,Elton John,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960
2130,Alfred Newman,Stage & Screen,1930
