V1,artist_name,artist_id,Zdanceability,Zenergy,Zvalence,Ztempo,Zloudness,Zmode,Zkey,Zacousticness,Zinstrumentalness,Zliveness,Zspeechiness,Zduration_ms,Zpopularity,count,genre
1592,David Grisman,809396,0.827143768,-1.504722332,0.93730818,-0.311311006,-1.727012718,0.466387085,0.422544996,1.571408201,0.56944854,-0.507778952,-0.29777643,0.339946863,-0.541762616,28,Country
1593,Deniece Williams,816701,0.551292037,-0.711264697,0.569947565,-0.889489272,-0.318705098,0.466387085,0.422544996,0.639229778,-0.481335368,-0.482383243,-0.186302066,0.296129404,-0.023442268,28,R&B;
1594,Loose Ends,827760,1.375676525,-0.24676137,1.028970003,-0.77544834,-0.644246034,-2.143775435,0.706766346,-0.146176934,-0.541672379,-0.292315109,-0.141181489,0.59979967,-0.43377921,28,R&B;
1595,Ann Peebles,921002,1.416367298,-0.702999509,0.94158811,0.001931766,-0.126702767,0.466387085,-1.567004454,-0.131206658,-0.546022179,-0.55580328,-0.303748271,-0.857755969,-0.190816547,28,R&B;
1596,Guster,945245,0.051905277,0.53049651,0.109141828,0.682019199,0.711545062,0.466387085,-1.567004454,-0.723402301,-0.533756435,-0.447394963,-0.494752389,0.057948427,-0.028841439,28,Pop/Rock
1597,Gino Vannelli,948061,-0.068581685,0.042850669,-0.210640234,0.444510605,-0.52075615,0.466387085,0.990987696,-0.278797134,-0.442504135,-0.773972712,-0.392946727,0.181847337,-0.406783359,28,Pop/Rock
1598,Fuel,988627,-1.058371531,0.867054788,-1.114917997,0.816508285,0.992174371,0.466387085,0.990987696,-0.967366055,-0.443625153,-0.656279285,-0.348300103,-0.196712223,0.624458167,28,Pop/Rock
1599,LANY,3361526,0.916980539,-0.254695948,-0.806049754,-0.78388022,0.515424123,0.466387085,-0.145897704,-0.02876441,-0.562458865,-0.313160501,0.109067086,-0.305753474,1.661098863,28,Pop/Rock
1600,Tevin Campbell,30928,0.752925677,0.297026497,0.467916163,0.496802743,0.448953573,0.466387085,0.138323646,-0.807567727,-0.561609623,-0.679397559,-0.188190866,0.341381381,0.517674577,27,R&B;
1601,Blue Magic,53428,0.15968983,-0.606560125,-0.130719157,0.07248422,-0.462174693,0.466387085,0.706766346,0.390012226,-0.374485347,0.176882628,-0.357565056,0.38639322,-0.68054129,27,Unknown
1602,Billy Bragg,83554,-0.132406901,-0.139492752,0.182746048,-0.678523708,0.69048617,0.466387085,0.990987696,0.499049615,-0.53846249,-0.196576178,-0.494548763,-0.307858363,-0.123426903,27,Pop/Rock
1603,Labi Siffre,98819,-0.091579118,-0.606560125,-0.021644364,-0.061895161,-0.70010074,-2.143775435,-1.567004454,0.762932403,0.031947143,-0.847554455,-0.233508048,-0.299286787,0.024950296,27,Unknown
1604,Bell Biv DeVoe,127063,1.496046061,0.359425571,0.534862712,-0.299299703,0.275387188,-2.143775435,0.138323646,-1.065861109,-0.562580292,0.779875291,0.05353353,0.470595979,0.139732656,27,R&B;
1605,Laura Nyro,137474,-0.789487525,-0.346678255,0.151787892,-0.476928553,0.660074171,0.466387085,-1.567004454,1.376335224,-0.566492791,0.040992469,-0.278530328,-0.506262182,-1.086478908,27,Pop/Rock
1606,Franco De Vita,162265,0.085980619,-0.392449007,-0.634297772,-0.085026848,0.276264457,0.466387085,-1.567004454,0.529056563,-0.558419975,1.295314129,-0.389906383,0.018111608,0.948808323,27,Latin
1607,Carlos Santana,175196,-0.000607156,-0.215537342,0.177050042,-0.059733269,-0.546534318,0.466387085,0.422544996,-0.077425441,1.01585205,-0.653762717,0.203493092,0.923944856,-0.0310411,27,Unknown
1608,David Sanborn,188432,0.474529544,-0.35473528,0.150937187,0.306187073,-0.826312311,0.466387085,1.275209046,-0.109241095,1.742868886,0.442987572,-0.355402413,1.213703418,-0.392185602,27,Jazz
1609,Jule Styne,304458,-0.428065783,-1.468695926,-0.211350914,-0.577532929,-0.834898914,0.466387085,1.275209046,1.696375849,-0.297433613,0.138621676,0.187912241,-0.790157333,-2.447069822,27,Unknown
1610,Portugal. The Man,716469,0.367664891,0.439138675,0.017968764,-0.802733106,0.770680983,-2.143775435,-0.430119054,-0.655324854,-0.401910992,-0.06824256,-0.331465894,-0.205618731,1.270758848,27,Pop/Rock
1611,Thal脙颅a,751201,0.827456924,0.847304063,0.86145832,-0.084901269,0.933870781,0.466387085,-0.998561754,-0.404901859,-0.563084147,0.96939455,-0.07479962,-0.057497886,1.169974336,27,Latin
1612,Bobby Timmons,765435,0.16297797,-1.186322967,-0.094397879,-0.510684235,-1.141907696,0.466387085,-0.145897704,1.813690581,2.310434103,-0.332817064,-0.300304191,0.552394679,-1.976742099,27,Jazz
1613,Charlie Christian,805930,1.2077855,-1.102049927,1.123511529,-0.447374939,-0.586038019,0.466387085,-0.145897704,1.762318284,0.727024635,-0.71415126,-0.40617535,-0.753316467,-2.209106391,27,Jazz
1614,Lucinda Williams,837215,-0.069658163,-0.783986068,-0.103348746,0.151056217,-0.493419655,0.466387085,0.422544996,0.263126421,-0.555964222,-0.224984937,-0.149115863,-0.047972831,0.050146423,27,Folk
1615,Darius Rucker,956675,0.24874371,0.683249347,0.221212571,0.42262602,1.005027062,0.466387085,0.990987696,-0.637451315,-0.56667007,-0.155796376,-0.449526496,-0.334582343,1.357545512,27,Country
1616,Tori Kelly,2717459,0.132836658,-0.116281671,-0.778732182,0.106058295,0.731221591,0.466387085,0.138323646,-0.039088394,-0.565336573,-0.400060692,0.209292905,-0.417604984,1.578711524,27,Unknown
1617,Taylor Dayne,12491,0.553487141,0.891545164,0.55546165,-0.196719195,0.826102313,0.466387085,-1.282783104,-0.566788847,-0.566529617,-0.005862485,-0.385305106,0.053606155,0.408491355,26,Pop/Rock
1618,Paul Motian,18137,-0.288783405,-2.048266246,-1.128646696,-0.804052653,-2.298865612,0.466387085,-1.567004454,2.036783746,2.6847713,-0.82786233,-0.40214875,0.383447996,-0.15551428,26,Jazz
1619,Slaughter,20812,-0.347400883,1.171035529,-0.48236637,-0.234786632,0.867548682,0.466387085,-1.567004454,-0.931520143,-0.563252207,0.592112098,-0.140918994,-0.092928009,-0.062482422,26,Pop/Rock
1620,Bobby Rydell,62270,-0.444148175,-0.481340002,0.32922897,-0.187759085,0.360944112,0.466387085,-1.567004454,1.056690739,-0.566582287,0.566881943,0.01848323,-0.869935924,-1.222473394,26,Pop/Rock
1621,Paco de Luc脙颅a,82639,-0.835974706,-0.176036828,0.744436998,-0.873047115,-0.930472863,-2.143775435,-0.430119054,1.701303414,3.021411265,0.76812721,-0.364786471,1.292215027,-0.274711347,26,Unknown
1622,Chris Rea,96744,0.740721605,0.005008844,0.91535982,0.056154173,-0.122507912,-2.143775435,0.990987696,-0.58955012,-0.230223498,-0.323987613,-0.512296039,0.226946123,0.425934829,26,Pop/Rock
1623,Bootsy Collins,107139,0.764623883,0.361759605,1.081289397,-0.157335632,0.037075334,-2.143775435,-0.998561754,-0.262013055,-0.564850981,0.466888404,0.922272869,1.246986153,-0.300876557,26,R&B;
1624,Jacques Dutronc,122381,0.09877487,0.227533021,0.972974258,0.773837843,0.350702147,0.466387085,0.990987696,-0.076893651,-0.474130974,-0.296770834,-0.000963539,-0.986633151,-0.742777879,26,Pop/Rock
1625,Cross Canadian Ragweed,130037,-0.347969984,0.608138373,-0.083290387,-0.424770689,0.676751829,0.466387085,0.422544996,-0.311215966,-0.564595489,1.123998247,-0.227280998,0.273188133,0.3794189,26,Country
1626,The Crusaders,136075,0.295684061,-0.474753286,0.947623907,-0.462049646,-1.361472777,-2.143775435,-0.145897704,-0.054182207,1.636002695,-0.585758775,-0.355190691,1.60607378,-0.228195418,26,Jazz
1627,Discharge,156043,-2.279899591,1.655604178,-0.964176687,0.918523782,0.767043076,0.466387085,1.559430396,-1.165098534,0.077937881,-0.356502067,0.913391666,-1.618133829,-0.824180755,26,Pop/Rock
1628,Duane Eddy,171637,0.011702305,0.048445562,1.09818963,0.715775674,-0.18607619,0.466387085,0.990987696,1.108585843,2.535556129,0.859710697,-0.452475551,-0.969202989,-0.986986505,26,Pop/Rock
1629,Firefall,173647,0.227391856,-0.159837068,-0.072151593,-0.245259488,-0.273993289,0.466387085,-0.998561754,0.102658764,-0.560370821,0.697204647,-0.4119487,-0.181725394,-0.446238834,26,Pop/Rock
1630,Gary Stewart,185615,0.857387459,-0.750149207,0.287746578,-0.752763737,-0.492838219,0.466387085,-0.998561754,0.346886357,-0.562913963,-0.122808573,-0.534550078,-0.819603676,-0.562528656,26,Country
1631,Freddy Fender,188342,0.679258621,-0.936357438,0.739059651,-0.656706367,0.07517213,0.466387085,1.275209046,1.229126587,-0.465974538,0.311931534,-0.37366766,-0.975113561,-0.347392486,26,Country
1632,Galaxie 500,189678,-1.705277583,0.160597746,-1.123038891,-0.244208192,0.306108651,0.466387085,0.422544996,-0.531396458,1.24804003,-0.502916448,-0.491777404,0.175279883,-0.120627333,26,Pop/Rock
1633,David Byrne,197364,0.95982577,0.575738853,1.155419971,-0.234642175,-0.06116655,0.466387085,1.559430396,0.366686481,0.939186268,0.783358015,-0.157456402,0.144781006,-0.643931531,26,Pop/Rock
1634,Under脙赂ath,211095,-1.30292267,1.614659729,-1.549078434,1.600435217,1.4315285,-2.143775435,-0.998561754,-1.146816839,-0.562980589,1.453248486,1.007920295,-0.06214505,0.420120337,26,Pop/Rock
1635,Howard Jones,228099,1.110068621,0.240706448,1.193829591,-0.823176654,0.141648279,0.466387085,0.990987696,-0.186803895,-0.483311255,-0.721644027,-0.456967198,0.243581037,0.193355185,26,Pop/Rock
1636,Johnny Lee,240267,0.90633021,-0.828833757,0.414498333,0.834945561,-1.024463366,0.466387085,-0.998561754,0.159659115,-0.565692357,-0.512650916,-0.382548863,-0.755811987,-0.481125781,26,Country
1637,Link Wray,240311,-0.08675229,-0.275905679,0.596559951,-0.306969096,-0.567798726,0.466387085,0.706766346,0.459214616,0.362779133,-0.202604732,-0.24249133,-0.179201749,-0.306691048,26,Pop/Rock
1638,Dennis Brown,242861,1.641040528,-0.261664132,1.259510046,-0.525920035,0.117741159,-2.143775435,0.990987696,-0.488807856,-0.306446198,-0.564634306,0.14338147,-0.113364481,0.11195231,26,Reggae
1639,Richard Marx,351227,-0.06341912,-0.150580062,-0.223485512,0.208407854,-0.335169015,0.466387085,0.706766346,-0.224264993,-0.559661009,-0.53397404,-0.51198979,0.53137867,0.803876749,26,Pop/Rock
1640,Reel Big Fish,387095,0.26552167,1.096979482,1.221100426,0.020751099,1.058419152,0.466387085,-1.567004454,-0.815414209,-0.566638597,0.362524298,0.498731527,-0.675644642,0.518966686,26,Pop/Rock
1641,The Sonics,428717,-0.316669384,1.325200282,1.252980412,-0.266718814,0.878259955,0.466387085,0.422544996,0.298990409,-0.566669132,0.445763943,-0.134181536,-1.196160081,-0.626488058,26,Pop/Rock
1642,Ingrid Michaelson,485204,0.169628034,-0.84325332,-0.746624579,-0.304613709,0.178116299,0.466387085,-0.145897704,0.928472557,-0.561283643,-0.589996906,-0.376781192,-0.549467885,1.01901292,26,Pop/Rock
1643,Third World,494474,1.799819911,-0.294063652,1.266039686,0.212416428,-0.904522871,0.466387085,0.422544996,-1.037103057,-0.344387081,-0.57748116,0.357448997,0.416042096,-0.248546137,26,Reggae
1644,Art Garfunkel,504815,-0.942681279,-1.440543817,-0.959413894,-0.753871213,-1.510280336,0.466387085,-0.998561754,1.088777895,-0.264136279,-0.573375466,-0.477281662,-0.368380464,-0.184586736,26,Pop/Rock
1645,My Morning Jacket,520583,-0.446993681,-0.271633214,-0.585688258,0.48147658,0.360033102,0.466387085,-0.998561754,-0.5180842,0.01919513,0.221540027,-0.432671493,1.185400928,0.553853632,26,Pop/Rock
1646,The Sundays,564726,-0.200003537,-0.20754625,0.098003038,-0.217873567,-0.016609862,0.466387085,0.422544996,0.232572609,-0.393888719,-0.623769558,-0.475137917,-0.103948387,-0.388093923,26,Pop/Rock
1647,Angels & Airwaves,569600,-0.35707561,1.272150515,-0.442804462,1.771415657,1.115748389,0.466387085,0.990987696,-1.098587418,-0.51741611,-0.109100847,-0.229935149,0.550527117,0.344531953,26,Pop/Rock
1648,Aaron Neville,582253,-0.049760678,-0.937318741,-0.349469076,0.59314694,-0.466740992,0.466387085,0.422544996,0.472678439,-0.566022066,-0.621915378,-0.209110265,-0.241300894,0.263129078,26,R&B;
1649,Thievery Corporation,586798,0.711697424,0.173059101,0.004283556,-0.684533671,0.401939578,-2.143775435,1.559430396,-0.367457182,1.896977788,-0.224126519,-0.396227948,0.074137321,0.414305847,26,Electronic
1650,Ace Frehley,588508,-0.052606191,1.274998827,-0.073303885,-0.025301389,0.743577658,0.466387085,-1.282783104,-0.712373226,0.002694817,-0.352793699,-0.011580146,0.056020397,-0.457867816,26,Pop/Rock
1651,Bunny Wailer,636474,1.609739935,-0.702440021,0.99217907,-0.856533305,-0.964115832,0.466387085,-1.282783104,-0.175998611,0.017830785,-0.864482478,1.911658895,0.257862388,-0.306691048,26,Reggae
1652,Gigi Gryce,661974,-0.311547474,-1.163830554,-0.011080293,-0.280245252,-0.596803823,-2.143775435,-0.145897704,1.34730123,0.476699282,0.032479406,-0.384998857,0.54955903,-2.452238258,26,Jazz
1653,Goldfinger,670734,-0.692276521,1.135431663,0.672226908,1.291072618,0.768846693,0.466387085,-0.430119054,-1.15213968,-0.552528015,0.029565683,-0.031384203,-0.754867804,0.582926088,26,Pop/Rock
1654,Andr脙漏 Kostelanetz,754767,-1.65206657,-1.478319523,-1.133908814,-0.587727951,-1.625573755,0.466387085,-0.145897704,1.760260302,2.636844576,0.449935864,-0.392399852,2.104987457,-2.798200478,26,Unknown
1655,The Chi-Lites,762731,0.116986122,-0.194372823,0.443305552,0.143897459,0.008585556,0.466387085,0.990987696,0.20964203,-0.566651229,0.022347611,-0.402965419,-0.249171543,-0.143885298,26,R&B;
1656,Billy Walker,770628,0.272919993,-1.472551696,0.391452562,0.229389684,-1.280411261,0.466387085,-1.282783104,1.771477761,-0.563966177,-0.315445125,-0.358661499,-0.974387266,-1.516105194,26,Country
1657,Bowling for Soup,771905,-0.148784382,1.254704624,0.926498615,1.330243514,1.306563646,0.466387085,-0.430119054,-1.156412594,-0.56651677,0.086581865,-0.123258681,-0.57936366,0.989940464,26,Pop/Rock
1658,Iron Butterfly,772567,-0.646748384,-0.347825495,0.419491584,-0.075847974,-0.275760096,0.466387085,-0.145897704,-0.771593592,-0.159584374,0.287760914,-0.447983903,0.393647386,-0.632302549,26,Pop/Rock
1659,Chris Cornell,775406,-0.779349086,0.117873105,-1.071954093,0.315475772,1.153053803,0.466387085,0.990987696,-0.001044833,-0.51041491,1.250281467,-0.395615463,0.286513349,0.832949205,26,Pop/Rock
1660,LCD Soundsystem,780005,1.164702391,0.776544668,0.623408277,0.569227894,0.659911941,0.466387085,0.422544996,-0.854331311,0.937809568,-0.10148544,-0.323749201,1.685794316,1.234149089,26,Pop/Rock
1661,Barney Kessel,784527,0.044425655,-1.933500735,-0.611806801,-0.842196327,-3.308541136,0.466387085,-0.145897704,1.358649126,1.479657053,-0.407194158,-0.225494554,0.347965724,-1.958006516,26,Jazz
1662,Barney,784597,2.069574123,-1.129686444,0.970669683,-0.481071328,-0.654795612,0.466387085,-1.567004454,0.197928915,-0.566511204,-0.622842468,-0.129996138,-2.10047005,0.117766801,26,Children's
1663,Explosions in the Sky,789055,-1.609099392,-0.955298697,-2.231732667,-0.208901418,-1.347071452,0.466387085,-0.430119054,0.347408099,2.951579884,-0.531192763,-0.446044342,1.879588223,0.257314587,26,Pop/Rock
1664,Shalamar,790833,1.622829276,0.103631558,1.264887393,0.359558075,0.190437944,-2.143775435,0.422544996,-0.724915913,-0.310296781,-0.827928548,-0.129996138,0.630203523,-0.312505539,26,R&B;
1665,Felt,795341,-0.674463639,0.05414218,0.025408848,-0.601087868,0.069245962,0.466387085,-0.998561754,-0.15055715,1.332170375,-0.506293707,0.125516987,0.44163894,-0.510198236,26,Pop/Rock
1666,Johnny Tillotson,820596,-0.856746916,-0.783616843,0.269694053,0.219121466,0.057853732,0.466387085,0.706766346,1.167300119,-0.56662211,-0.309154134,-0.529343867,-1.102741988,-1.196308184,26,Pop/Rock
1667,Marian McPartland,824866,-0.510733076,-1.790850276,-0.692467014,-0.607415721,-2.508894905,0.466387085,0.706766346,1.989044321,3.274055934,-0.723630652,-0.350801136,-0.65521001,-2.062667356,26,Jazz
1668,Jesse McCartney,847374,0.6064136,0.639647795,0.29562055,-0.275715042,1.257231056,0.466387085,0.990987696,-0.82258869,-0.556319967,-0.50225424,-0.356007347,-0.380364333,1.030641901,26,Pop/Rock
1669,Naked Eyes,856451,0.945029125,0.822117621,1.146585757,0.168655134,0.498046568,0.466387085,0.990987696,-0.746320392,-0.488405303,0.220679155,-0.358253171,-0.234595077,-0.149699788,26,Pop/Rock
1670,The Searchers,898828,0.025360748,0.91112729,1.308290269,0.301925255,0.817065826,0.466387085,0.990987696,0.366843004,-0.55863093,-0.154197265,-0.288938982,-1.185422866,-0.405537397,26,Pop/Rock
1671,The Waterboys,924508,-0.572765161,0.831374626,0.065738952,0.192132792,0.528119111,0.466387085,0.990987696,-0.79502765,-0.529276312,0.073867456,-0.328955425,0.989343555,0.670143454,26,Pop/Rock
1672,Them,925181,-0.356791056,0.819447331,0.49246987,-0.121206284,0.245880745,0.466387085,0.422544996,-0.418962833,-0.496912085,0.429904047,-0.184457284,-0.625697608,-0.861974947,26,Pop/Rock
1673,Stiff Little Fingers,937098,-1.594302747,1.34763072,0.62114211,1.59690815,0.381142776,0.466387085,0.990987696,-1.156434976,0.045533915,-0.399678087,0.015063449,-0.374607294,-0.37065045,26,Pop/Rock
1674,Passion Pit,1011101,0.349179628,0.928929225,-0.00301427,-0.852540782,1.191389854,0.466387085,1.559430396,-0.930786054,-0.376415496,0.148697058,-0.269134924,0.034786839,1.042270883,26,Pop/Rock
1675,"Pete ""El Conde"" Rodr脙颅guez",1016154,0.797062678,0.010171402,1.589448711,-0.426791029,0.725881973,0.466387085,-0.145897704,1.271387716,-0.552926269,-0.088638594,-0.371881217,0.485024957,-0.542177937,26,Unknown
1676,The Cab,1957634,-0.255206401,1.027551939,-0.179698541,0.657994391,1.111754667,0.466387085,-0.145897704,-1.018210767,-0.566668858,-0.050561585,-0.02229883,-0.145183559,0.995754955,26,Pop/Rock
1677,Carly Rae Jepsen,2089077,0.910313918,0.717798289,-0.201592024,0.284875767,1.152777739,0.466387085,0.422544996,-1.100137359,-0.561323736,0.105322374,-0.14826895,-0.422387397,1.553946099,26,Pop/Rock
1678,Fun.,2129441,-0.12004474,0.069451842,-0.080985807,-0.075296245,0.94722988,0.466387085,-1.567004454,-0.337905696,-0.565734595,-0.224954282,-0.266838061,-0.04537499,0.882372379,26,Pop/Rock
1679,Alabama Shakes,2802154,-0.264881127,0.354282791,-0.669037142,-0.570443726,0.987029069,0.466387085,0.422544996,0.422512911,0.303305524,-0.583374824,-0.170522989,-0.264288592,0.937610044,26,Pop/Rock
1680,ZAYN,3477547,0.165075217,-0.214310988,-1.353688676,-0.227529863,0.829433482,0.466387085,0.422544996,-0.220338883,-0.561687981,-0.455336743,-0.308896157,-0.531620793,2.280757485,26,Pop/Rock
1681,Ella Mai,3506278,0.223977249,-0.038605895,-0.802741041,-0.72519926,0.843797998,-2.143775435,1.275209046,-0.289143657,-0.56667007,-0.259687141,0.864545073,-0.337179656,2.007476403,26,R&B;
1682,Culture,109637,1.668903749,-0.067281252,1.329492382,-0.41902434,0.324559279,0.466387085,0.990987696,-0.727415788,-0.566058289,-0.494339517,0.756862057,-0.027880215,-0.01178006,25,Reggae
1683,Joaqu脙颅n Sabina,143559,0.325072476,-0.487364174,-0.139322344,0.19775459,-0.485252722,0.466387085,0.422544996,0.441063982,-0.566122953,0.387881595,0.746563949,0.448185267,1.103904489,25,Unknown
1684,The Dells,147200,-1.118784115,-0.683982977,0.083376653,0.865839608,-0.76222416,0.466387085,0.990987696,0.094199232,-0.565565126,0.923619146,-0.335958298,0.031118111,-0.640675416,25,R&B;
1685,Ben Folds,162197,-0.470691077,0.152480065,-0.882717558,0.236240937,0.691021748,0.466387085,-1.567004454,-0.135713631,-0.560852999,0.668422399,-0.230004568,-0.174908958,0.24219691,25,Pop/Rock
1686,G. Love & Special Sauce,163420,1.022586308,0.06379795,0.670383245,-0.716618015,0.267463408,0.466387085,1.559430396,-0.147425912,-0.558445193,-0.21321332,0.602284272,-0.09270523,0.275455799,25,Pop/Rock
1687,Feist,166505,1.046260939,-0.721492364,-0.390263168,0.119281668,0.172373805,0.466387085,0.990987696,0.366916046,-0.480173331,-0.473196513,-0.288555151,-0.428058676,0.49012681,25,Pop/Rock
1688,M83,175525,-1.330672068,0.202838176,-1.774452275,-0.466470318,0.572954071,0.466387085,1.559430396,-1.05471346,0.11580485,0.351174034,-0.393765718,0.323902503,1.073669135,25,Pop/Rock
1689,Josh Turner,277764,0.215873238,0.668650707,0.444688298,0.560757319,0.864510509,0.466387085,0.138323646,-0.191404618,-0.546037068,-0.725741775,-0.36138507,-0.410212889,1.221822368,25,Country
1690,Prefab Sprout,300024,1.04833247,0.09638261,0.639225358,-0.046703095,-0.020092681,-2.143775435,0.990987696,-0.62835382,-0.540670745,-0.636589923,-0.421475061,0.078328246,0.057761253,25,Pop/Rock
1691,Pharoah Sanders,330601,-1.663596574,-0.178550462,-0.270345251,-0.284805159,-0.620307521,-2.143775435,-0.145897704,0.116853285,0.342520777,0.163504048,-0.225439428,3.353369742,-0.655793093,25,Jazz
1692,Jerry Goldsmith,330634,-2.010252366,-1.486121041,-1.958823076,-0.594160695,-1.837628621,-2.143775435,-1.567004454,0.892679988,2.361473084,-0.256601244,-0.391111567,0.132094121,-0.256686425,25,Stage & Screen
1693,Roy Eldridge,346637,-0.050466367,-0.911834917,0.545551969,-0.155812777,-0.530759069,0.466387085,0.706766346,1.518338807,0.14523076,-0.45418847,0.102348287,1.079793399,-2.33385522,25,Jazz
1694,Ratatat,404136,1.099824793,0.24042162,0.163148831,-0.194818675,0.64912337,0.466387085,-1.567004454,-0.493436591,1.343238262,-0.061768806,-0.280380365,0.286862302,1.007151357,25,Pop/Rock
1695,Tito Nieves,507558,0.282162206,0.950433962,1.251397936,0.06964899,0.795432735,0.466387085,0.990987696,0.568498524,-0.49467439,-0.831043577,-0.250388452,0.324698486,0.290573476,25,Latin
1696,Al Hirt,507975,-0.863394028,-0.516986593,-0.063624658,-0.26028198,-0.199380989,0.466387085,-0.145897704,0.908171562,2.778174068,-0.386214056,-0.437718468,-1.165508591,-1.25142956,25,Jazz
1697,Al Martino,509367,-1.545223416,-1.013717522,-0.55615894,-0.417167314,-0.342857573,0.466387085,-1.567004454,0.936061821,-0.465493502,0.035612978,-0.511397715,-0.864491874,-0.695099053,25,Vocal
1698,Camila,522430,-1.003074354,-0.552533495,-1.309340927,1.344101072,0.643046287,0.466387085,-1.282783104,-0.164979412,-0.56649065,-0.510489466,-0.381291206,-0.190136369,1.663258531,25,Latin
1699,Billy Preston,590285,0.813953617,0.328178034,0.510399482,-0.404335054,0.365175249,0.466387085,0.422544996,0.356335111,-0.244743655,-0.335388203,-0.463198323,-0.368913105,-0.208309859,25,R&B;
1700,Herb Ellis,674310,0.376860732,-1.393884235,0.160272719,-0.193873469,-1.309707145,0.466387085,-1.567004454,1.711101736,1.753962025,-0.506047369,-0.308248956,0.223106724,-1.571924308,25,Jazz
1701,Yngwie Malmsteen,689367,-1.304629973,0.808986914,-1.142166882,0.143022392,-0.519255677,-2.143775435,0.706766346,-0.89413163,0.991356184,0.576378018,-0.002649947,0.511114265,0.091020142,25,Pop/Rock
1702,Travis Barker,746409,0.839107913,0.30503552,-0.50502805,0.874726209,0.908227226,0.466387085,1.559430396,-0.464833882,-0.513434841,0.117843423,0.303320642,-0.83173707,1.666282067,25,Pop/Rock
1703,Pierre Boulez,795288,-2.031559535,-1.783924471,-1.996911595,-0.613989145,-3.072530195,-2.143775435,-0.145897704,1.8694088,2.157437596,-0.30787475,-0.315627497,0.338505557,-1.810783602,25,Classical
1704,Gregg Allman,801101,-0.441689653,-0.68861148,-0.663214243,0.150145862,-0.308586652,0.466387085,0.422544996,1.22207263,-0.027228516,0.366256503,-0.52620788,0.52382943,-0.601369456,25,Unknown
1705,Frantz Casseus,1177242,-1.001002823,-2.429391415,-0.65628361,-0.773605769,-4.118439269,0.466387085,-0.430119054,2.180325503,2.266271057,-0.658800408,-0.098517901,-0.852088409,-1.825901279,25,Unknown
1706,All That Remains,1498,-0.699200596,1.646792222,-1.029319409,-0.145003945,1.466654543,-2.143775435,-0.998561754,-1.161651872,-0.476317224,-0.172981928,0.080345371,-0.195342047,0.855722628,24,Pop/Rock
1707,Sergio Mendes,2330,0.436133628,-0.526097028,0.377112969,0.338501009,-0.639300002,0.466387085,0.422544996,0.851799257,0.690296981,-0.11074809,-0.358916709,-0.014439762,-0.37573813,24,Easy Listening
1708,Ted Hawkins,23982,0.692917064,-1.247179208,0.519836726,-0.046584162,-0.775466141,0.466387085,1.559430396,1.543106785,-0.563886906,-0.193499363,-0.224992641,-0.835862037,-0.567858606,24,Blues
1709,Stereolab,26520,-0.262083045,0.24589868,0.796129948,0.678142938,0.071955988,-2.143775435,0.138323646,-0.679327332,1.211479867,-0.596745923,-0.384684101,0.745582693,0.376996195,24,Pop/Rock
1710,Paula Abdul,31380,1.414253493,0.787433518,0.980048032,-0.263515433,0.292609134,0.466387085,-1.282783104,-0.387255349,-0.530370529,-0.92889884,-0.181309739,0.292939298,0.383295228,24,Pop/Rock
1711,The Babys,36975,-0.503145053,0.863032401,-0.280331753,-0.208174136,0.804854607,0.466387085,0.990987696,-0.495475364,-0.562354188,0.604528516,-0.260602517,-0.156951224,-0.416681838,24,Unknown
1712,Eden Ahbez,53441,-0.316953938,-1.575108637,-0.820227022,-0.49799977,-1.530156924,0.466387085,0.422544996,1.951478872,0.360940728,-0.334610552,-0.426486988,-1.043661104,-1.090678262,24,Easy Listening
1713,The Cascades,61690,0.213259166,-0.639688204,0.357139965,-0.353258658,-0.104694132,0.466387085,-0.998561754,1.402932008,-0.566586997,0.280553879,-0.456677962,-1.243211512,-0.17101959,24,Unknown
1714,Kelly Rowland,73682,1.146064308,0.224877566,-0.239137432,0.855077724,0.705125047,-2.143775435,-0.998561754,-0.71232377,-0.566502639,-0.368328013,0.540011241,0.018333766,1.117132456,24,R&B;
1715,Bobby Day,74452,0.078239783,-0.828299697,0.782814616,-0.298386839,-0.48768196,0.466387085,0.422544996,1.43006261,-0.537368264,-0.304551786,-0.202432353,-1.055570963,-1.418227927,24,R&B;
1716,The Gun Club,91438,-1.107957906,1.037372673,0.009276807,1.001666301,0.18171433,0.466387085,0.990987696,-0.779641858,-0.389554724,0.046468567,0.091072563,-0.385758376,-0.662344086,24,Pop/Rock
1717,Booker Little,97529,-0.335449744,-1.148939234,0.56227936,-0.817371772,-1.362758006,0.466387085,1.275209046,1.570802609,1.68499343,0.133057889,-0.235830431,1.17267437,-2.123719512,24,Jazz
1718,"Lambert, Hendricks & Ross",106987,0.245935085,-1.028868154,0.317402005,-1.065855537,-0.665957022,0.466387085,-0.145897704,1.117919377,-0.39964939,-0.592585039,0.529560519,-0.683275797,-1.676488239,24,Jazz
1719,Chris Montez,109274,0.659008089,-0.228908573,0.54064194,-0.507037124,0.230502461,0.466387085,-1.282783104,0.62728787,-0.566420423,0.258673392,-0.302515988,-1.076965485,-0.649746022,24,Pop/Rock
1720,Craig Morgan,124881,-0.045682116,0.405196322,-0.537900284,-0.121838935,1.127350735,0.466387085,0.706766346,-0.178725582,-0.566664546,-0.526441415,-0.403594931,-0.259787556,0.937610044,24,Country
