V1,artist_name,artist_id,Zdanceability,Zenergy,Zvalence,Ztempo,Zloudness,Zmode,Zkey,Zacousticness,Zinstrumentalness,Zliveness,Zspeechiness,Zduration_ms,Zpopularity,count,genre,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1
1385,John Hiatt,812046,0.572301992,0.148524801,0.701825597,-0.290951937,0.069293367,0.466387085,0.422544996,-0.205317683,-0.529073079,-0.354573637,-0.468279815,0.155741403,-0.20995906,33,Pop/Rock,0.218502227,-0.729548986,-0.303662807,-0.104568831,0.230171211,-0.1596291
1386,The Paragons,893111,0.25731281,-0.668756605,0.998697065,-0.26873338,0.296100086,0.466387085,0.422544996,0.852895015,-0.185121264,-0.061251242,-0.354352378,-0.994518648,-1.071208528,33,Reggae,-0.353971699,-1.253065131,0.436574737,-0.597348743,0.660778702,-0.038472397
1387,Colt Ford,1028746,0.626780545,0.556814857,0.424927127,0.527483227,0.811441376,0.466387085,0.422544996,-0.651182414,-0.566663476,-0.32598227,0.189909556,-0.198406025,0.942191158,33,Country,0.981655678,-0.317767905,-0.199686044,-0.135507775,0.140247561,-0.363175846
1388,Leon Bridges,3380137,0.514012179,-0.40745658,-0.530448236,-0.794220596,0.606515637,0.466387085,0.138323646,0.255620971,-0.518657481,-0.583956765,-0.286832368,-0.430745807,1.80802174,33,R&B;,0.278628776,-0.269800543,-0.830339993,-0.062733831,-0.657650105,-1.859074459
1389,Sheena Easton,11754,0.235145868,-0.554639464,0.004595634,-0.587824506,-0.213415702,0.466387085,0.706766346,0.826830625,-0.5653977,-0.068942018,-0.192949295,-0.301881659,0.422664177,32,Pop/Rock,-0.299853846,-0.569464202,-0.047361842,-0.045387193,0.300029516,-1.228907578
1390,Sevendust,16132,-0.069572534,1.419417017,-0.422327329,-0.544456944,1.151969102,0.466387085,-1.282783104,-1.075835525,-0.426292543,0.086875723,0.024525247,-0.265858516,0.394318533,32,Pop/Rock,0.985724231,0.415403594,0.127010918,-0.418023638,-1.543385548,-0.309493047
1391,Shenandoah,21292,0.626332162,-0.068935942,0.386579339,-0.740240197,-0.033301365,0.466387085,1.275209046,0.318979663,-0.566663604,-0.667947167,-0.562954608,-0.432282075,0.106137819,32,Country,0.00978504,-0.937670454,-0.545774939,-0.119438528,0.860502154,-1.116202459
1392,Chuck Mangione,21747,-0.328745015,-0.731535058,-0.122888306,-0.175073034,-0.667006256,0.466387085,1.275209046,0.181135008,1.280573276,0.127282879,-0.283605159,2.362370192,-0.626124652,32,Jazz,-0.891395027,0.822260872,-0.487861447,0.723015245,0.951350863,0.530120605
1393,Sleeping at Last,27221,-1.057248569,-1.486414951,-1.517534529,-0.429286106,-0.170499293,0.466387085,-0.714340404,1.62442794,-0.470017383,-0.359324735,-0.429583493,-0.022155325,1.580111309,32,Pop/Rock,-0.891910645,0.588000041,-0.457972602,-0.692882702,-1.198969763,-1.892462976
1394,The 5th Dimension,28772,-0.958758403,-0.46901216,-0.012256588,0.192827471,-0.093414245,0.466387085,0.422544996,0.586449249,-0.548566688,-0.057105035,-0.490214268,-0.626609096,-0.252907006,32,Pop/Rock,-0.326418533,-0.09518865,0.269258519,-1.030199317,0.589035084,-0.592701501
1395,Shirley Bassey,29867,-1.198741484,-0.854045744,-0.765051598,-0.27024889,-0.055985753,0.466387085,0.422544996,1.002331708,-0.553330851,0.011495663,-0.267265538,-0.613492116,-0.252907006,32,Vocal,-0.683938742,0.195765991,0.392043901,-0.896115981,0.393671871,-1.250040897
1396,Soft Cell,38579,0.113073549,-0.117535222,0.152208618,0.996138038,-0.098064768,0.466387085,-0.145897704,-0.020915913,-0.564043246,0.943173842,0.21089645,0.723563695,-0.262355554,32,Pop/Rock,0.116236715,0.110805792,0.817345295,-0.056729529,-0.0486278,0.481215569
1397,The Ames Brothers,46184,-0.871134522,-0.840304876,-0.236328728,0.128278204,0.262500357,0.466387085,1.275209046,1.4446877,-0.295897182,0.301932185,-0.337144372,-0.889756567,-2.260723458,32,Vocal,-0.935118063,-0.385942175,1.100361315,-1.067070375,1.751880737,-0.360053402
1398,Augustus Pablo,52151,1.836882658,-0.595717427,0.030186046,-0.113308002,-0.374015783,0.466387085,0.990987696,-0.657270549,2.71878116,-0.724603273,0.290686881,-0.864594897,-0.465499336,32,Reggae,-0.362462142,-0.613218289,-0.737502635,0.384899927,0.962043251,0.848812026
1399,Ken Elkinson,74952,-0.374753332,-2.497308909,-1.616869017,-1.736129212,-3.246678702,0.466387085,0.422544996,2.208583721,3.47430648,-0.790836574,-0.06737475,0.259648362,-2.992985929,32,New Age,-3.668256823,0.169518255,-0.270373293,0.216653076,0.701430702,0.683118898
1400,LeAnn Rimes,118791,0.046488648,-0.125345821,-0.826156507,-0.321467083,0.55540111,0.466387085,-0.998561754,0.075037396,-0.566554881,-0.717070647,-0.491375459,-0.148241928,0.88564303,32,Country,0.154618434,0.080530538,-0.654121665,-0.631764849,-1.354434612,-0.932015972
1401,Exodus,125822,-1.850718642,1.753537069,-1.267747146,0.195321546,1.047788398,0.466387085,-0.430119054,-1.160862277,0.459799204,0.442361848,2.063494225,0.412192272,-0.073384593,32,Pop/Rock,0.753937579,2.12579039,1.327940954,0.003078372,-0.538047511,0.031665477
1402,Everything But the Girl,127360,0.267975923,-0.750425136,-0.523596702,0.108007735,-0.57466121,0.466387085,1.559430396,0.528022015,-0.444456457,-0.917707511,-0.454963818,-0.186013752,0.193536888,32,Pop/Rock,-0.427003202,-0.382583504,-0.676249305,-0.355455722,1.253311939,-1.180489839
1403,Crowded House,130173,-0.264240891,-0.186094921,0.334150203,-0.626650569,-0.986314807,0.466387085,0.990987696,-0.520720956,-0.563062094,-0.528109353,-0.437877717,-0.361955339,0.62580796,32,Pop/Rock,-0.048390672,-0.367907064,-0.556180839,-0.271287,0.637845396,-1.083500407
1404,Joan Armatrading,133969,0.497786311,-1.403275468,-0.257237967,-0.103951146,-1.636296531,0.466387085,1.275209046,0.719774964,-0.520906447,-0.784541451,-0.212357778,-0.355564172,-0.295425472,32,Pop/Rock,-0.991356563,-0.888430953,-0.36761822,-0.164478816,1.098436819,-0.984041348
1405,脙鈥癲ith Piaf,150629,-1.022568933,-1.090967236,-0.310915416,-0.271148713,0.364879171,0.466387085,0.422544996,1.844016252,-0.566652513,0.759162559,0.2557682,-0.474264629,0.068343627,32,Vocal,-0.692002304,-0.003318673,1.031223004,-0.417080874,0.288530004,-1.316374594
1406,Everclear,152023,-0.428391169,1.525583302,-0.049924425,0.492178409,1.121718267,0.466387085,0.422544996,-0.979011724,-0.340479494,-0.103376878,0.62195817,-0.373815898,0.460458369,32,Pop/Rock,1.175369801,0.525116441,0.367163762,-0.413981515,0.30449898,-0.256683127
1407,Clutch,154417,-0.499137626,0.99735541,0.130363145,-0.397609724,0.728756486,0.466387085,0.990987696,-0.800061028,-0.352973441,0.90846996,-0.170886661,0.145769664,0.082516449,32,Pop/Rock,0.707389204,0.474574194,0.469101968,-0.066184436,0.666036593,-0.630264799
1408,En Vogue,160690,1.129880478,-0.111460312,0.477394092,0.474631858,0.207927732,0.466387085,-0.145897704,-0.388747532,-0.566527904,-0.149325894,-0.002513922,0.603926524,0.441561273,32,R&B;,0.461150527,-0.561201069,-0.246828396,0.206548429,-0.403263779,0.13878193
1409,Grace Jones,161920,1.503495757,0.144843035,1.171455987,0.038582792,-0.347697706,-2.143775435,0.990987696,-0.897353698,-0.189190565,-0.665902598,-0.277965087,0.985332613,0.025825161,32,R&B;,0.457558091,-0.728354842,-1.373809798,1.855217417,1.11177562,0.970154057
1410,Carla Thomas,170454,0.631418509,-1.160655132,0.780734093,0.558797922,-0.719305957,0.466387085,0.706766346,0.083918429,-0.559579148,-0.153576447,-0.361653803,-0.959121566,-0.772577146,32,R&B;,-0.350065032,-1.294322698,0.215902823,-0.632447978,1.007170556,0.018753481
1411,Fred Neil,170815,0.049263018,-1.178185587,-0.23186601,0.04924048,-0.901603498,0.466387085,-0.998561754,0.595415066,-0.264708005,-0.519339225,-0.369201546,-0.432941659,-0.876511174,32,Folk,-0.907474204,-0.626496524,0.031523554,-0.801408878,-0.702130167,0.153643922
1412,Firehouse,175049,-0.160664378,0.673070927,-0.651392721,0.357348391,-0.020052606,0.466387085,-1.282783104,-1.106924398,-0.466386909,-0.308264294,-0.460189178,0.128618241,0.200623299,32,Pop/Rock,0.460390497,0.479111579,-0.302890338,-0.80077642,-1.254775254,0.190384768
1413,Dispatch,175459,0.220349223,0.126039742,0.055963704,-0.36577033,0.765018609,0.466387085,-0.430119054,0.342909702,-0.423106287,-0.612044324,0.062512791,0.193678764,0.375421437,32,Pop/Rock,0.226074593,-0.271155266,-0.252914783,-0.124537452,-0.75717532,-0.478073224
1414,Gary Numan,183858,0.113535944,-0.102781869,-0.33088842,-0.237219514,-0.035604197,0.466387085,-1.567004454,-0.723479986,0.703837044,-0.027835404,-0.308985483,0.099435947,-0.229285636,32,Pop/Rock,-0.107569063,0.244780063,-0.196850328,-0.411247915,-1.497918915,0.665405806
1415,Gene Clark,194036,-0.557630612,-0.753375806,-0.374267288,-0.428694372,-0.549225387,0.466387085,-0.430119054,0.259758645,-0.000647655,-0.453751578,-0.509913049,0.227242846,-0.654470296,32,Pop/Rock,-0.751478746,0.037403553,-0.229856255,-0.57470175,-0.402897618,-0.141267739
1416,Johnny Griffin,213510,-0.202279942,-1.322970943,-0.018186073,0.782143148,-1.765105572,0.466387085,-1.567004454,1.584579868,0.442221725,3.107942834,-0.205141804,2.772501796,-2.25127491,32,Jazz,-1.761768095,0.613757123,2.027349042,0.587921236,-1.041435974,2.222605382
1417,Dido,217344,0.553273729,0.23075962,-0.662003379,-0.719091094,0.652015368,-2.143775435,0.706766346,-0.695544622,-0.56239161,0.121202974,-0.04323856,0.577315337,0.668326426,32,Pop/Rock,0.536959818,0.439557597,-0.852523482,1.696208667,0.401005256,-0.711178025
1418,Walk the Moon,230297,-0.061711817,0.994462596,0.062642178,0.526818339,1.135759559,0.466387085,-1.282783104,-1.11389408,-0.566095749,0.15908132,-0.233425106,-0.207025572,1.320276239,32,Pop/Rock,1.237670909,0.358045324,-0.09787078,-0.695988038,-1.405473157,-0.022054484
1419,Robert Earl Keen,286561,0.187519167,-0.66109503,0.276415738,-0.550928498,-1.346483666,0.466387085,0.422544996,0.352257043,-0.560750211,1.106255186,0.081672447,-0.035081079,-0.101730237,32,Folk,-0.5597216,-0.486501393,0.768003362,0.313955444,0.190316904,-0.644122557
1420,Sarah Brightman,293490,-1.423696723,-1.546802449,-1.709384596,-0.872313689,-1.376854128,0.466387085,0.422544996,1.325185875,-0.492549806,-0.144402785,-0.256068337,0.34436232,0.177001929,32,Vocal,-1.503854495,0.717316799,-0.067419398,-0.371020903,-0.006169847,-1.90269969
1421,Richie Havens,295545,0.162087434,-0.971204723,0.354435285,-0.086466539,-1.275679068,0.466387085,-0.998561754,0.762183486,-0.531247133,1.36263348,-0.191705162,0.095511311,-0.687540214,32,Folk,-0.825909458,-0.575545058,1.071110788,-0.108254524,-0.814224439,0.284452428
1422,Love and Rockets,296903,-0.661900718,0.284855247,-0.519102776,0.458823009,0.119029456,0.466387085,-0.998561754,-1.126544463,0.149424649,0.027314177,-0.379569325,0.887929322,-0.385186678,32,Pop/Rock,0.163959513,0.922584281,-0.114977011,-0.606382926,-0.864857996,0.74114484
1423,Percy Faith,305541,-2.845584921,-1.090388673,-2.00323742,-1.260980224,-0.362980135,0.466387085,-1.567004454,1.865423993,3.040608719,-0.210501575,-0.45060935,-0.516454098,-1.670189208,32,Easy Listening,-2.309026795,1.752742435,0.240571587,-1.447321359,-1.004964944,0.445790941
1424,Mercyful Fate,343954,-2.018105685,1.157617323,-0.702573544,0.556668992,0.020710506,0.466387085,-0.430119054,-1.151525473,1.890085234,0.985948394,0.218941847,1.039169004,-0.229285636,32,Pop/Rock,0.087835786,2.322667531,0.526717373,-0.444917665,-0.152507845,1.330065587
1425,Natalie Merchant,372322,0.588878155,-1.154319869,-0.835237982,0.568731839,-0.502555661,0.466387085,-1.282783104,0.797368486,-0.193651559,-0.531983275,-0.342660031,0.388016243,0.304557327,32,Pop/Rock,-0.638112535,-0.173668862,-0.438422085,-0.443788213,-1.317704094,0.009583759
1426,Regina Spektor,386560,0.418254346,-0.909009216,-0.874528627,-0.330171893,0.235367318,0.466387085,-0.145897704,1.067741895,-0.40593375,-0.813273037,-0.361322034,-0.417662916,0.923437222,32,Pop/Rock,-0.362464808,-0.354934716,-0.65119681,-0.415606775,-0.590221346,-1.395961669
1427,The McGuire Sisters,397412,-0.58930468,-1.646271869,-0.7447041,-1.41304055,-0.315338435,0.466387085,-1.282783104,1.45931279,-0.56667007,-0.090625219,-0.479514719,-1.107405446,-2.081201046,32,Unknown,-1.535882894,-0.774407621,0.73828975,-1.022749687,-1.019260224,-0.752063714
1428,Ravi Shankar,404463,-0.693343588,-1.045521123,-0.768640497,0.378790916,-1.74478383,0.466387085,-1.282783104,1.194365502,1.229813781,0.972013037,0.681013042,5.727377308,-1.580428001,32,Unknown,-1.918211968,1.954196023,0.378324329,1.785942715,-1.487591594,2.338833477
1429,Sugarland,484880,0.019438531,0.636910748,-0.233832103,0.175326564,1.330146967,0.466387085,-1.282783104,-0.385746209,-0.566561304,-0.460315723,-0.291235844,-0.150188559,0.732104125,32,Country,0.802446589,0.123536072,-0.295951929,-0.746498829,-1.423768476,-0.212333144
1430,Thirty Seconds to Mars,485365,-0.74651903,1.132160557,-1.404749471,0.787835507,1.172814215,0.466387085,0.138323646,-1.105887646,-0.23760783,0.429663993,-0.033783145,0.242115231,1.09823536,32,Pop/Rock,1.02873168,1.556922553,0.044241003,-0.608061692,-0.160689356,-0.681396833
1431,The Stone Roses,564333,-0.916218049,0.884246371,-0.223845601,-0.090228843,0.415945211,0.466387085,0.422544996,-0.931200799,0.057204677,0.556642539,-0.236079258,0.419383455,1.09823536,32,Pop/Rock,0.670448427,1.050835848,-0.072009099,-0.22324595,0.047587554,-0.559828405
1432,Toad the Wet Sprocket,610339,-0.428391169,0.372507521,-0.316220745,0.805170143,0.393335591,0.466387085,-1.567004454,-0.35469142,-0.454062924,-0.258656574,-0.424689902,-0.351340743,0.073067901,32,Pop/Rock,0.354798437,0.237014336,0.047185356,-1.232230194,-1.239069964,0.443814883
1433,Asia,623254,-1.440111751,0.868335892,-0.599275663,0.272253163,0.280676279,0.466387085,-1.567004454,-0.525502724,-0.565677485,0.222032549,-0.202570595,0.422829277,-0.238734184,32,Pop/Rock,0.259748513,1.038823729,0.447797102,-1.001018659,-1.359260724,0.31073011
1434,The Cadillacs,636044,-0.36920459,-0.383095575,0.938333579,0.209806742,0.22602141,0.466387085,0.706766346,1.486867308,-0.566601984,0.62540465,-0.101381067,-1.190988101,-2.152065156,32,R&B;,-0.564960387,-1.120621748,1.511736698,-0.913829121,1.332001747,0.220837623
1435,Bunny Berigan,639789,0.516744512,-1.371570223,0.739383733,0.963473807,-0.628269337,0.466387085,-0.145897704,2.032022848,1.74467771,0.038935942,-0.033783145,-0.716929143,-2.7166159,32,Unknown,-1.560818128,-1.114438566,0.916235913,-0.727448657,0.909403749,2.105704221
1436,Manowar,673208,-0.779349086,0.984048465,-1.247711726,-0.032617342,-0.385814057,0.466387085,-0.430119054,-1.092686722,0.037258359,-0.223468452,0.036303044,0.539253684,0.417939903,32,Pop/Rock,0.259738409,1.266175548,-0.255221831,-0.362052656,-0.673969719,-0.281959677
1437,Manu Chao,674161,0.978677265,-0.00992253,1.156164155,0.503230584,0.21055954,-2.143775435,0.990987696,0.888870682,-0.206053098,0.742644587,-0.136382691,-0.735877429,1.282482047,32,Latin,0.473838058,-0.783514726,-0.232127894,1.278512704,1.265517118,0.121405183
1438,Yaz,680522,1.535401022,-0.565053595,0.847206747,0.25139748,-1.179274159,0.466387085,0.990987696,-0.190694136,-0.333851503,-0.542044711,-0.027479535,-0.178191371,-0.47022361,32,Pop/Rock,-0.194192469,-1.395337361,-0.260492265,0.223559762,0.92927795,0.143224158
1439,Gojira,721409,-1.617209093,1.557982823,-1.838007622,-0.241793614,1.395560845,0.466387085,-0.998561754,-1.16063713,0.160934802,0.172855264,0.223006016,1.021021109,0.536046754,32,Pop/Rock,0.744105874,2.271225642,0.04790523,-0.450122205,-1.384110083,-0.450726827
1440,Great White,799100,0.36739088,0.190549501,-0.447605663,0.443160871,-0.470435645,0.466387085,0.990987696,-0.848708741,0.101240498,-0.23525163,-0.388444145,0.703407169,0.044722257,32,Pop/Rock,0.140473174,0.340517818,-0.547340948,-0.035644892,0.757711685,-0.05570803
1441,John Cafferty & the Beaver Brown Band,810912,-0.226786885,0.270101894,0.180919812,0.576722659,0.092247823,0.466387085,0.990987696,-0.633487398,-0.313674991,0.560247439,-0.211030703,-0.236602271,-0.394635226,32,Pop/Rock,0.347215614,0.078296117,0.474727955,-0.486359652,1.087920829,-0.049505589
1442,Mad Season,814871,-0.843159616,-0.095260552,-1.055533977,-0.14051135,0.310418696,0.466387085,0.990987696,-0.835624795,-0.099383521,0.083055606,-0.384379975,1.131285167,0.262038861,32,Pop/Rock,0.080628669,1.201108173,-0.40393917,-0.100242059,0.506558378,-0.876252856
1443,Uriah Heep,835648,-1.197354299,0.092483096,-0.103008925,-0.178268058,-0.134506332,0.466387085,0.990987696,-1.133042985,0.040755964,0.131479628,-0.291567613,0.345359165,-0.158421525,32,Pop/Rock,0.102191566,0.764324815,-0.052811461,-0.405723715,0.862960995,-0.377330587
1444,New York Dolls,866786,-1.017020191,0.892346251,0.077621931,1.076310322,-0.073197177,0.466387085,0.990987696,-1.043413204,-0.535675635,0.475236378,0.068733458,-0.196485674,-0.578881912,32,Pop/Rock,0.558725713,0.582996749,0.752208662,-0.818249995,1.308165185,0.223562237
1445,The Time,919812,1.442459597,-0.37320215,0.742348475,-0.128888635,-0.900975453,0.466387085,1.559430396,-0.888667032,-0.453703899,0.01881307,0.135501958,1.976429556,-0.456050788,32,R&B;,0.003358482,-0.577351773,-0.375259675,1.30897592,0.975359065,0.131207473
1446,Thousand Foot Krutch,924306,0.008572245,1.11856433,0.13473224,0.710255106,1.279566913,-2.143775435,1.559430396,-1.152571911,-0.566415284,-0.31832573,-0.026152459,-0.360527859,1.055716894,32,Pop/Rock,1.411382583,0.443402923,-0.833120434,0.82135707,1.716006132,-0.207225761
1447,Adolescents,927373,-0.845009197,1.588935936,-0.391899706,-0.677744873,0.593502508,0.466387085,-0.998561754,-1.150991404,-0.561837329,0.884473167,0.08142362,-1.360111995,-0.574157638,32,Pop/Rock,0.742160278,0.409053234,1.127837724,-0.924504609,-0.863021156,-0.350752439
1448,Arlo Guthrie,927736,0.032616793,-0.538728985,0.198708269,0.267431284,-0.43463708,0.466387085,-0.145897704,0.813456086,-0.559768062,0.840514916,-0.159025921,0.327504086,-0.73005868,32,Folk,-0.483113289,-0.335135306,0.813507183,-0.197556487,-0.026437564,0.136211576
1449,Hank Williams III,947752,0.600438034,0.761880326,0.826921665,0.555329039,0.857401039,0.466387085,-0.430119054,-0.455722602,-0.565842299,0.924342278,-0.143930434,-0.434851688,0.271487409,32,Country,0.940797705,-0.45680035,0.660589429,-0.352230226,-0.366466666,0.325660084
1450,The SteelDrivers,2061191,-0.069572534,0.153521478,0.612836027,0.849196271,0.894470648,0.466387085,0.990987696,1.117848726,-0.499356512,-0.321930629,-0.448411381,-0.187176054,0.64942933,32,Country,0.356129109,-0.407893298,-0.120039632,-0.667503645,0.955659839,-0.409170547
1451,Meghan Trainor,2811293,1.357147693,0.695200956,1.06566148,-0.13984137,1.141486732,0.466387085,-1.282783104,-0.532486735,-0.562585397,0.300856095,0.773659519,-0.722246898,2.014744518,32,Pop/Rock,1.357339832,-0.863742627,0.209591526,0.353665043,-1.767655918,-0.352761175
1452,Niall Horan,2854547,0.52368044,-0.045793428,-0.14816664,-0.715835753,0.955234003,0.466387085,-1.567004454,-0.169271558,-0.566585712,-0.357872015,-0.399890173,-0.545476164,2.338357287,32,Pop/Rock,0.709782179,-0.265948893,-0.788360013,-0.316461594,-2.222094825,-1.260571817
1453,Jeremy Zucker,3632715,1.137741195,-1.252704483,-0.27393415,-0.820609727,-0.409343315,0.466387085,-0.998561754,1.058288575,-0.392753548,0.56869474,0.481578436,-0.599930308,2.340719424,32,Pop/Rock,-0.241863152,-0.700240512,0.049623915,0.579187596,-1.795131427,-1.648212256
1454,Paul Weston,29609,-2.254240448,-1.880806322,-1.913382559,-1.27301236,-1.761678819,0.466387085,-0.430119054,1.867352124,3.030719281,-0.162716268,-0.483212337,-0.601622038,-1.871351842,31,Unknown,-2.854036926,1.242648663,0.127750029,-1.061319624,0.059481181,0.181586143
1455,Steve Wariner,44751,0.836110402,-0.991715712,0.237999921,-0.554843297,-1.029874214,0.466387085,-1.282783104,-0.154862322,-0.566572438,-0.75613443,-0.538178966,-0.364176643,-0.515637599,31,Country,-0.556281768,-1.152128918,-0.439628762,-0.427161066,-1.2542452,0.033783272
1456,The Highwaymen,75801,0.741841452,-0.567535815,0.201758581,-0.268811442,-0.790248512,0.466387085,-0.998561754,0.385474253,-0.368484308,-0.459022677,-0.280340977,-0.488597213,0.267067927,31,Unknown,-0.345259619,-0.909088408,-0.260544484,-0.332889599,-1.063785384,-0.172622957
1457,Keyshia Cole,92107,0.561179192,0.533898566,-0.172574175,-0.187118108,1.300772838,-2.143775435,0.706766346,-0.563495141,-0.56620415,0.273690047,0.419627275,-0.01591594,0.766926596,31,R&B;,0.951998244,0.234682761,-0.366979741,1.528477926,0.603631155,-0.440086066
1458,Chick Corea,110541,-1.180767741,-0.657537803,-0.809423074,0.18719485,-1.543424013,-2.143775435,0.990987696,1.198779696,1.634722806,-0.400927736,-0.302687221,2.230031132,-0.249859087,31,Jazz,-1.457406256,1.549357551,-1.206797544,1.469256925,1.336551517,1.081012395
1459,Jamie Foxx,210830,0.962836502,0.153913406,0.01507542,0.161927446,0.624722422,-2.143775435,-1.282783104,-0.329952071,-0.566478231,-0.347914719,1.422768136,0.004044154,0.85226832,31,R&B;,0.677437867,-0.160363951,-0.185654179,1.675792197,-1.147902676,0.441917083
1460,John Mayall & the Bluesbreakers,238506,-0.637587685,0.214531867,1.064785649,-0.31428133,0.650044889,0.466387085,-1.567004454,-0.249511365,-0.226905203,0.357777754,0.060417829,-0.734548743,-0.661937697,31,Unknown,0.240737284,-0.441519986,0.835381571,-0.793096987,-1.18911705,0.650419091
1461,Richard Pryor,295415,-0.521839734,0.73844853,-1.225022633,-1.573707248,-0.643314922,0.466387085,0.138323646,1.468816705,-0.566055583,4.619119443,10.09966041,-0.632068007,-0.857004494,31,Comedy/Spoken,-0.308182753,1.075784623,7.728970144,4.631860423,-0.83175684,-1.843675461
1462,Luis Fonsi,312004,-0.193449689,0.244691788,-0.048870405,0.885065516,1.077439647,0.466387085,0.990987696,0.031463652,-0.56667007,-0.054718544,-0.079610071,-0.187162078,-0.303502456,31,Latin,0.488422795,0.03493919,0.314151845,-0.669659381,1.052052731,-0.2741705
1463,Jeffrey Osborne,317108,0.944937334,-0.286391593,0.504897243,-0.46251867,-0.501428846,0.466387085,0.422544996,0.033596907,-0.558491371,-0.258745089,-0.301788233,0.23540961,-0.501007589,31,R&B;,-0.174892085,-0.946961883,-0.180836617,0.178355508,0.183659125,-0.233279609
1464,Jimmy Giuffre,360956,-0.051926936,-2.325918993,-0.745992683,-0.877796924,-2.434541738,0.466387085,0.706766346,2.084068751,2.135656003,-0.633862906,0.122447925,0.708466011,-2.146883694,31,Jazz,-2.791572741,-0.214477537,-0.124943028,0.371838947,0.849954931,0.510340074
1465,Martina McBride,368112,-0.118034527,-0.195613215,-0.68607367,-0.021772768,0.622592279,0.466387085,-1.282783104,0.296752809,-0.566598131,0.315983828,-0.480600997,-0.157620198,0.735228242,31,Country,0.130141502,0.211545518,0.052797658,-0.664317182,-1.463453071,-0.621819753
1466,Michel Legrand,401066,-0.251442985,-1.349991694,-0.218963085,-0.607244217,-1.370357576,0.466387085,-1.567004454,1.4871955,0.543293231,-0.320366831,-0.396609947,-0.527157994,-1.832338483,31,Jazz,-1.717313474,-0.687745194,0.381058338,-0.81250694,-1.039157505,0.65511475
1467,Air,607202,-0.520646458,-0.183370075,-1.306396522,0.157655071,-0.028814846,-2.143775435,0.706766346,0.237693425,2.040459508,0.006320017,-0.409538226,0.191331389,0.306081287,31,Electronic,-0.509714519,1.444853571,-1.057057681,0.889926008,1.076997967,0.586734835
1468,David Crosby,644880,-0.726988058,-1.139678498,-1.016498028,-0.883363292,-0.985974736,0.466387085,-0.998561754,0.452539352,-0.557346099,-0.726115006,-0.485952112,-0.010410838,-0.471747569,31,Pop/Rock,-1.068628951,0.027238899,-0.310566536,-0.706384258,-1.106096664,-0.851320925
1469,Helen Forrest,673360,-0.95046512,-1.921656595,-1.030221415,-0.772353976,-0.690247539,0.466387085,1.275209046,2.032980077,-0.069411907,0.151779537,-0.380813459,-0.898218666,-1.934748552,31,Vocal,-1.833485172,-0.322603233,0.77058695,-0.786519215,1.428697161,-1.286445129
1470,Trevor Jones,747028,-1.756882257,-1.061501589,-1.940636043,-0.243220963,-1.028685656,0.466387085,-0.998561754,-0.567463429,2.34585746,-0.191208334,-0.449607355,-0.618902255,-0.227914072,31,Stage & Screen,-1.23640094,1.68479928,-0.400502787,-1.206655538,-0.68597587,0.24082966
1471,Paul Chambers,747984,-0.143332018,-1.462419524,-0.570471855,-1.273300102,-1.250073934,-2.143775435,-1.567004454,1.436435019,1.305590935,0.07985511,-0.319297074,1.594857371,-1.393438188,31,Unknown,-1.896421965,0.389695637,-0.609424921,1.621270652,-1.13480432,1.354417776
1472,Blue October,762097,-0.283422833,0.465068247,-0.768381771,-0.203903028,0.632270539,0.466387085,-1.567004454,-0.589796507,-0.561753087,-0.22236633,-0.344982413,0.257797054,0.093946144,31,Pop/Rock,0.342876024,0.471107807,-0.144033457,-0.654279281,-1.69454334,-0.166217869
1473,Alphaville,790509,0.875488564,0.044322404,-0.057407256,-0.232768039,-0.434367918,-2.143775435,0.990987696,-0.722854608,-0.256685834,0.170191074,-0.446910392,0.173845294,0.879090005,31,Pop/Rock,0.358883924,-0.007698701,-1.055011951,1.517442201,0.926401294,-0.23131774
1474,Buddy Guy,942529,0.190785764,-0.398670113,0.017813654,-0.853522309,-0.304282527,0.466387085,-0.998561754,0.411579363,-0.144770656,-0.201261092,-0.208207986,0.626647821,0.0281111,31,Blues,-0.432730416,-0.256980524,-0.225700364,0.098281353,-1.29951478,-0.185632391
1475,Hank Thompson,947816,0.341377424,-0.482729701,0.822532437,0.068611705,0.142167754,0.466387085,-1.567004454,1.284044175,-0.566635299,-0.321033309,-0.270923026,-1.016947533,-1.944501892,31,Country,-0.588700824,-1.473643029,0.807351661,-1.076217177,-0.874438842,0.899666081
1476,DJ Shadow,949820,0.290305133,0.518370684,-0.17225203,-0.096297814,0.33537022,-2.143775435,0.706766346,0.349364296,1.995389451,0.330368716,0.883333241,0.476737378,0.381669671,31,Electronic,-0.013905251,0.852482435,-0.366972176,1.960852776,0.88775415,0.998648816
1477,Alphaville,1459978,0.875488564,0.044322404,-0.057407256,-0.232768039,-0.434367918,-2.143775435,0.990987696,-0.722854608,-0.256685834,0.170191074,-0.446910392,0.173845294,0.879090005,31,Pop/Rock,0.358883924,-0.007698701,-1.055011951,1.517442201,0.926401294,-0.23131774
1478,Upchurch,3067310,1.289317306,0.327258305,-1.051708502,0.734578409,0.537023799,0.466387085,-1.282783104,-0.666546576,-0.566535183,0.437283403,0.515091107,-0.625210049,1.517933767,31,Country,0.885742447,0.082750035,0.22069288,-0.119286034,-1.623128164,-0.555027547
